"time","Spot_Price","Solar_photovoltaic","Combined_cycle","Other_renewables","input_baleares","Cogeneration","Steam_turbine"
2016-05-14,11.69,25.357607,46.096141,8.218343,3484.857,59.304523,5.121478
2016-05-15,14.19,28.059674,47.175468,8.321844,3172.781,56.196508,4.033727
2016-05-16,23.51,31.998285,54.430401,8.67822,3253.737,68.095124,4.87944
2016-05-17,30.79,28.772661,65.334565,9.039862,3187.598,73.227231,5.054316
2016-05-18,32.01,30.645988,70.851208,9.17724,3159.043,73.740804,4.774004
2016-05-19,25,32.932814,68.833697,9.513507,3289.638,74.75584,4.767405
2016-05-20,31.15,33.335844,59.654503,9.519369,3093.681,74.461247,5.012436
2016-05-21,25.45,30.645985,51.669252,8.953052,3021.667,64.120019,4.524609
2016-05-22,17.79,27.953013,47.343356,8.244674,2714.688,58.214705,3.575612
2016-05-23,22.67,30.156482,75.730414,9.261528,3214.383,71.33971,4.832679
2016-05-24,33.2,28.85397,67.923501,9.883935,3238.747,72.405737,4.854354
2016-05-25,34.38,26.035146,75.980724,9.988647,3225.658,72.799159,5.038807
2016-05-26,37,28.319433,67.993568,9.940373,3329.207,73.477972,5.433575
2016-05-27,40.2,30.175944,65.867902,9.507373,3495.615,74.038432,5.551079
2016-05-28,28.92,23.171964,47.350214,9.200118,3724.618,64.888069,4.573999
2016-05-29,17.69,27.021785,47.294724,8.148753,3400.488,58.269873,4.317736
2016-05-30,32.95,29.937008,55.191496,9.311196,4085.856,72.704118,4.906548
2016-05-31,38.02,32.267957,60.723013,9.599363,4161.369,75.332628,5.82459
2016-06-01,37.91,34.95516,54.136647,9.602749,4154.069,75.521167,5.974082
2016-06-02,40,32.447424,71.488571,9.681585,3805.229,75.84125,6.33272
2016-06-03,43.04,30.344139,72.731589,9.464365,4087.497,74.769744,5.618854
2016-06-04,42,29.648541,58.439497,9.582322,3654.288,69.10846,5.993595
2016-06-05,41,30.761325,68.491006,9.542267,3217.622,66.197908,5.241236
2016-06-06,46.69,30.125945,92.429254,9.646847,4146.553,71.965203,6.508026
2016-06-07,48.7,33.058021,89.649589,9.605681,4272.221,72.477117,6.62142
2016-06-08,40,32.550163,88.92914,9.751298,4520.923,70.650183,7.200422
2016-06-09,40.16,30.362385,93.404236,9.278704,4763.62,73.080248,6.873632
2016-06-10,47,29.753406,74.935701,9.277346,4924.023,74.161894,6.982652
2016-06-11,36.34,31.381854,62.707256,9.389422,4564.123,69.211774,6.321097
2016-06-12,41.69,30.014298,56.820556,9.191377,4358.88,66.516451,5.547678
2016-06-13,39,31.674286,70.799268,9.174835,5006.232,72.373455,7.174617
2016-06-14,31.9,31.825333,61.090077,9.466251,4970.031,72.394553,7.978189
2016-06-15,28.81,26.301006,63.973315,9.367683,5028.264,72.863925,8.265109
2016-06-16,35.69,24.517707,61.825106,9.790378,4998.585,75.727807,8.049226
2016-06-17,44.75,29.281575,74.111566,9.904301,4925.361,76.577797,7.675515
2016-06-18,44,31.494237,57.499431,9.557965,4460.358,71.013361,6.401053
2016-06-19,29.9,33.64453,53.825808,9.422133,4089.873,68.949398,5.177177
2016-06-20,40,33.618849,60.930126,9.686917,3686.126,74.715814,7.299647
2016-06-21,41.06,33.151468,76.220038,9.738894,3296.765,74.752221,7.554285
2016-06-22,40.69,33.460388,63.997645,9.841306,3288.6,74.092003,7.754508
2016-06-23,35.23,32.786319,71.277364,9.827413,3804.106,73.724071,7.007804
2016-06-24,38.37,30.889906,62.197858,9.862011,2774.736,72.83436,7.147017
2016-06-25,39.03,31.196303,61.265199,9.831035,3789.029,68.95719,6.810067
2016-06-26,26.01,30.532856,44.848546,9.130133,3291.796,65.85704,5.508599
2016-06-27,31.69,31.370394,63.202279,9.523646,4142.967,73.276092,7.54227
2016-06-28,40,24.22068,88.517191,9.473559,4068.792,74.163214,7.513352
2016-06-29,43.64,27.775029,99.491333,10.011799,4131.389,74.503762,7.189051
2016-06-30,43.42,30.908793,100.935963,9.936435,4521.701,74.80833,7.258205
2016-07-01,46,31.825403,95.911148,9.696325,4088.966,74.598944,7.070551
2016-07-02,43,31.390104,56.028106,9.60138,3464.208,69.081903,6.353799
2016-07-03,36,31.171618,59.486914,9.41495,3120.077,66.859408,5.613366
2016-07-04,35.41,28.561761,93.710006,9.623818,4211.956,74.361461,7.329647
2016-07-05,44.69,29.350237,88.379423,9.42989,4488.135,74.240768,7.535039
2016-07-06,43.03,29.068445,89.525992,9.655598,4502.477,72.5716,7.848817
2016-07-07,43.8,17.809303,104.73621,10.245377,4637.52,73.577839,7.435196
2016-07-08,44.19,29.487549,100.87634,10.495155,4627.627,74.873946,7.4123
2016-07-09,44.19,31.277468,70.484962,10.225287,4371.063,68.943162,6.875745
2016-07-10,47.12,30.386237,67.532482,9.982687,3742.631,66.676594,6.235631
2016-07-11,42,30.3311,104.483056,10.273198,5159.635,72.952636,7.529033
2016-07-12,42,31.532245,95.806367,10.371878,5359.263,74.053067,7.075879
2016-07-13,38.1,30.074625,84.529725,10.280069,5440.047,75.526143,7.177086
2016-07-14,32.6,30.427033,75.966783,10.13404,5112.72,75.273376,7.257763
2016-07-15,35.04,31.985273,75.284331,10.262444,4920.522,76.108957,7.607254
2016-07-16,40,32.715194,68.172063,9.783201,4068.231,69.692782,7.154369
2016-07-17,42.69,32.253115,57.509321,9.643206,3235.724,67.771783,6.085269
2016-07-18,42.49,32.033886,95.187183,9.316487,4079.288,73.242096,7.993643
2016-07-19,41.69,27.388453,105.460356,9.103317,4664.564,72.396043,7.93691
2016-07-20,42,20.336029,106.471953,9.210626,4787.208,73.893038,7.692869
2016-07-21,45.1,29.208634,111.340133,8.865217,5040.835,75.991359,7.976322
2016-07-22,39.83,30.206765,75.986192,9.127897,5094.965,74.491789,7.876462
2016-07-23,42,30.869786,51.806851,10.410081,5047.834,69.977992,6.441992
2016-07-24,39.86,31.238538,52.606713,10.991217,4682.448,68.423199,5.853289
2016-07-25,40,31.346778,88.238857,10.896248,5321.807,73.372477,7.666507
2016-07-26,39,30.322253,96.720981,10.666093,5289.797,73.931496,8.127791
2016-07-27,40,29.933393,98.158826,10.386736,5339.174,74.923366,7.749006
2016-07-28,40.16,30.368745,110.035172,10.625023,5611.292,75.567569,7.449784
2016-07-29,43,28.604773,113.189776,10.968101,5662.699,74.843647,7.503133
2016-07-30,47.89,29.585766,73.885852,10.870428,5164.647,68.715195,6.749407
2016-07-31,35.59,27.43986,46.867652,10.523653,4504.334,65.773587,5.811526
2016-08-01,44.32,30.896315,80.897199,10.822674,5692.16,70.530602,7.369741
2016-08-02,40,30.865852,96.943171,10.80517,5584.032,71.069726,7.552427
2016-08-03,43.69,30.160012,99.128949,10.528579,5526.577,70.887985,7.569032
2016-08-04,46.1,29.310526,77.851251,10.972159,5501.865,69.200856,7.131719
2016-08-05,39.5,29.679463,71.940041,10.942636,5298.135,69.871114,8.202274
2016-08-06,38.01,30.764115,55.127839,10.244351,5475.254,65.672615,6.775931
2016-08-07,34.3,31.320445,51.030949,9.394081,5052.197,63.627011,6.482889
2016-08-08,36.48,31.128001,78.79358,10.398826,5785.905,69.826717,8.526949
2016-08-09,45.1,28.02829,69.508724,10.414247,5647.796,71.268866,8.434587
2016-08-10,31.34,25.359963,45.623473,9.639884,5494.521,70.253229,8.412014
2016-08-11,35.42,30.071397,50.146704,9.582827,5569.819,71.281264,8.922334
2016-08-12,39.39,30.722897,71.836196,10.341999,5496.077,72.391056,8.18392
2016-08-13,45,30.996231,53.432336,10.749855,4516.171,67.183639,7.855862
2016-08-14,43.51,30.16798,54.76245,10.378944,3872.88,63.692865,6.891563
2016-08-15,41.65,25.704699,64.952902,10.15051,3765.14,64.296617,6.685809
2016-08-16,48.95,23.640548,94.317763,10.368462,4789.324,67.812433,7.815185
2016-08-17,47.1,28.058974,92.07734,10.381875,4784.443,68.410547,8.289143
2016-08-18,44.12,30.134516,95.065188,10.779664,5053.969,69.466766,8.238453
2016-08-19,44.79,29.551729,91.401835,10.915359,4839.091,68.908556,8.013031
2016-08-20,47.69,28.903807,73.266381,10.790957,4506.278,64.626608,6.799811
2016-08-21,38.01,27.61593,60.724456,10.621829,4199.256,63.111477,6.22689
2016-08-22,40.5,29.928919,84.023649,10.535933,4841.899,67.874672,8.331672
2016-08-23,42.35,29.903837,87.984122,10.549177,4726.383,69.688754,8.202991
2016-08-24,42.86,30.213473,64.399647,10.248099,4676.529,69.257022,8.218126
2016-08-25,41.1,29.239971,65.245778,10.915243,4368.168,71.377053,6.79589
2016-08-26,40.69,26.72507,72.512228,10.966055,4284.706,70.759822,7.379776
2016-08-27,44.69,27.267634,58.325332,11.112174,4554.187,65.858959,7.115773
2016-08-28,44.19,27.258259,51.539701,10.813754,3497.774,63.985939,6.46653
2016-08-29,39.96,27.432796,78.872475,10.844353,4922.51,69.378925,7.844241
2016-08-30,37.21,27.859701,90.821691,10.748345,5152.897,71.68616,7.794334
2016-08-31,43.3,26.927385,89.197557,10.769024,5062.737,70.272148,7.774397
2016-09-01,37.76,27.238316,95.93273,10.59886,4999.191,69.919278,7.401717
2016-09-02,45.02,28.07477,106.804888,10.657927,5523.768,70.778901,7.827489
2016-09-03,44.69,26.905343,82.703321,11.003081,4349.376,66.246477,7.596226
2016-09-04,43.35,26.304787,84.281268,10.852646,3592.512,63.689887,7.166451
2016-09-05,45.37,26.979923,132.64118,10.596324,4969.641,69.177655,8.484907
2016-09-06,47.38,27.218822,164.376242,10.524245,4963.637,70.270019,8.350777
2016-09-07,49,27.017625,150.645591,10.111392,5117.084,70.685169,8.283327
2016-09-08,42.86,26.068245,110.083736,10.580384,5029.041,72.906594,7.301499
2016-09-09,42.2,26.987934,99.118189,10.478858,5355.72,74.352053,7.945774
2016-09-10,43.1,27.012802,64.627035,10.526289,4646.204,69.386145,7.1575
2016-09-11,37.36,26.911534,49.730375,9.862805,3732.997,66.531834,6.443535
2016-09-12,40.58,26.673674,67.561157,9.946513,3041.151,71.699499,8.791573
2016-09-13,38.12,18.571742,65.666429,9.651096,3665.866,72.654634,7.91995
2016-09-14,36.8,22.902333,64.898229,10.305336,3442.305,74.60444,7.378634
2016-09-15,39.8,21.237887,59.526998,10.127191,2994.884,75.147541,7.564707
2016-09-16,37.48,28.390281,53.0501,10.070342,3678.306,74.842066,7.405878
2016-09-17,45.56,24.166957,35.217795,10.568513,3643.705,67.921262,7.040167
2016-09-18,40,28.142417,36.949641,9.95553,3659.947,65.978158,6.437361
2016-09-19,38.74,27.318176,68.811213,9.911482,3791.491,71.399079,7.564098
2016-09-20,38.63,23.183368,75.728608,9.759162,3674.505,72.479506,7.720031
2016-09-21,39.82,28.367365,83.991361,10.028623,4415.948,74.731196,7.384125
2016-09-22,45.87,25.293133,78.191605,10.041661,4595.443,74.733287,6.720077
2016-09-23,43.69,24.324516,76.130164,10.024022,3407.746,74.123551,6.552524
2016-09-24,49.03,26.057808,43.101807,10.349846,2614.55,68.604923,6.740306
2016-09-25,33.78,22.946378,48.856062,10.18594,1665.49,66.042378,5.781341
2016-09-26,45.1,20.92054,83.46862,10.27632,1498.91,72.48968,7.161781
2016-09-27,41,25.4654,78.11006,10.13128,1470.312,72.93137,7.232904
2016-09-28,39,24.1664,75.58225,10.07263,1884.816,72.25521,7.632867
2016-09-29,40.36,25.73687,77.29737,10.39775,2204.885,75.24779,8.501173
2016-09-30,42.86,25.48489,78.7404,10.06662,1631.016,76.24419,8.516888
2016-10-01,45.29,24.28707,65.34098,10.38206,1490.357,70.46591,8.09529
2016-10-02,43.5,25.74072,51.65262,10.43009,1483.661,69.33925,6.876556
2016-10-03,45.86,25.6962,92.08052,10.29598,2881.266,73.95502,8.316702
2016-10-04,50.91,25.11129,119.041,10.17634,3372.495,74.83442,8.003246
2016-10-05,48.07,22.19686,99.04955,10.16771,4225.479,76.18149,8.145385
2016-10-06,52.29,22.23413,131.2464,9.653216,4058.639,76.30552,7.962488
2016-10-07,53.6,24.65075,143.6195,9.539303,4311.879,77.15592,7.829318
2016-10-08,53.24,24.32182,70.33459,10.06983,3879.273,72.43841,6.321183
2016-10-09,43.67,23.66671,48.16083,9.790549,2819.837,69.59866,5.820336
2016-10-10,45.03,24.69338,137.6965,9.917269,2278.541,76.82951,5.828586
2016-10-11,58.69,24.30743,150.6626,9.920343,1768.78,78.2368,6.000562
2016-10-12,50,6.77423,110.9523,10.05626,2137.624,70.7679,5.770387
2016-10-13,56.1,11.12681,184.2024,10.34794,1469.015,73.22851,6.538668
2016-10-14,57.05,18.76164,130.311,10.26549,1806.667,76.64007,6.656331
2016-10-15,50,25.59124,57.28539,10.2039,3446.022,72.84974,6.077166
2016-10-16,42.41,19.62377,54.05931,9.711925,2910.081,70.10831,5.771065
2016-10-17,53.58,14.68785,169.7154,9.564827,3585.902,75.1836,6.987544
2016-10-18,57.43,12.85446,186.4337,8.650588,3392.669,77.07363,6.723339
2016-10-19,55.83,13.00458,188.8621,9.016539,3913.877,77.93421,6.71751
2016-10-20,60,13.39763,163.7208,9.171699,3978.417,78.7072,6.387377
2016-10-21,57.05,14.22407,170.1941,9.619663,3470.904,78.98637,6.752579
2016-10-22,54.7,9.21634,80.58703,10.07085,3092.257,72.05134,6.386285
2016-10-23,41.61,11.81426,41.54486,9.524679,2743.372,68.52039,5.718574
2016-10-24,46.1,10.10748,125.5266,9.900629,3466.368,75.62256,6.689893
2016-10-25,54.43,11.1366,150.8615,9.368896,2930.213,77.18218,7.023453
2016-10-26,60,17.05184,167.6481,9.663,2195.337,78.29137,6.959174
2016-10-27,52.58,20.03203,136.2848,10.01344,2818.801,78.22281,6.732561
2016-10-28,48.75,20.01008,134.0976,10.25714,3200.04,79.51215,6.670578
2016-10-29,55.2,22.84994,78.41163,10.05842,2747.606,74.15724,6.252522
2016-10-30,53.16,23.79342,72.45528,10.18167,2529.835,75.3953,5.88475
2016-10-31,51.69,21.48016,79.16795,10.36786,2478.557,75.61476,6.679794
2016-11-01,47.44,17.72111,66.52048,9.729861,2370.168,73.22532,5.580151
2016-11-02,56.23,20.01432,161.8796,9.837288,2815.085,77.22268,6.620234
2016-11-03,60.69,16.54338,176.9973,10.17225,2874.657,79.2295,6.799169
2016-11-04,58.07,5.65719,170.8854,10.14639,2740.565,79.36767,6.753194
2016-11-05,55.05,9.188314,48.1347,9.913065,2417.17,73.11765,6.075669
2016-11-06,44.8,20.33564,56.61767,9.201703,2037.268,70.58669,4.768633
2016-11-07,49,20.47186,125.4784,9.430131,1898.122,77.87846,5.476074
2016-11-08,51.84,22.18564,106.3073,9.625591,2024.697,79.13731,5.364701
2016-11-09,41.91,11.35696,106.2028,9.654884,1913.328,78.94562,5.353174
2016-11-10,56.59,21.75465,153.3309,9.907408,1928.794,80.21495,5.367148
2016-11-11,59.58,19.9486,152.9842,10.24901,1930.608,80.18673,4.919164
2016-11-12,61.69,15.38512,161.9827,10.52662,2016.36,75.15038,5.030804
2016-11-13,59.58,17.09804,75.23634,10.13995,1870.517,72.63346,5.203392
2016-11-14,49.21,20.15088,108.2475,9.866491,2075.414,78.0163,6.868243
2016-11-15,49.44,21.2977,166.5974,9.959447,2159.136,79.4808,5.918681
2016-11-16,57.57,21.85856,233.5548,10.01737,2136.111,78.65304,6.243611
2016-11-17,65,21.35199,209.4169,10.45268,2143.324,79.36219,5.728445
2016-11-18,53.7,14.862,175.7124,11.01681,2116.887,78.4891,5.799761
2016-11-19,59.5,18.14671,57.36029,10.82929,1378.339,72.27421,5.910778
2016-11-20,44.7,5.373774,46.45246,10.26363,1725.235,69.37387,5.68997
2016-11-21,18.47,6.738844,90.82952,9.876814,831.039,72.5462,6.794145
2016-11-22,58.94,5.314378,177.1487,10.68,1076.371,76.95274,6.106537
2016-11-23,55.95,8.576415,138.4306,10.24508,737.856,76.93875,6.243476
2016-11-24,52,11.4045,118.1212,10.18011,908.539,78.22936,5.285942
2016-11-25,48,9.087166,113.5194,10.49911,2055.413,79.94921,5.148701
2016-11-26,44.42,4.837447,50.93929,10.36065,2259.705,73.76595,5.643697
2016-11-27,46.82,5.077303,58.95512,10.31669,2271.889,71.50294,5.185914
2016-11-28,54.01,11.11252,157.0271,10.47279,2200.91,76.91886,5.585044
2016-11-29,64.99,12.22119,175.9664,10.68806,2235.168,78.73972,5.44279
2016-11-30,53,11.44103,111.2374,10.55744,1830.082,80.23092,5.13137
2016-12-01,58.23,7.53605,195.2993,10.18474,2213.222,80.77347,7.506935
2016-12-02,69.28,11.9524,218.2755,10.46665,2214.691,81.47165,7.691801
2016-12-03,68.41,8.302143,78.55452,10.27185,2111.487,74.49433,7.246724
2016-12-04,48.73,5.061179,48.02421,9.846224,2029.579,69.90503,7.140302
2016-12-05,49.57,8.999429,152.6851,10.07487,2155.032,76.38853,8.009713
2016-12-06,63.69,15.38403,149.7398,10.04409,2033.424,78.6998,7.43103
2016-12-07,64.99,14.08192,137.7813,9.848872,2115.936,79.95214,9.304625
2016-12-08,54.69,12.78364,62.0294,10.01175,2032.69,77.05364,7.884994
2016-12-09,49.25,13.05854,76.43101,10.0584,2547.288,78.7695,8.221151
2016-12-10,53,13.64814,85.92153,9.649302,2575.757,74.86203,7.610329
2016-12-11,65,14.63991,98.77645,8.773057,2448.23,74.19368,7.169537
2016-12-12,62.5,14.68617,197.0228,8.987601,3188.548,79.23204,7.967986
2016-12-13,68.75,11.66064,210.7507,9.018333,1971.259,80.59814,7.992938
2016-12-14,57.3,6.848559,210.0157,9.700098,2969.483,79.64229,7.379112
2016-12-15,66.61,6.549595,212.0487,9.84011,3381.954,80.76763,7.846416
2016-12-16,55.57,4.156911,154.2103,9.913175,3451.94,80.53932,7.827551
2016-12-17,59.52,8.000804,48.86816,10.07326,2765.016,75.03127,7.358657
2016-12-18,49,10.23332,53.09467,9.960056,2671.79,72.47937,7.298197
2016-12-19,55.94,9.400133,129.8621,10.27318,3347.309,78.23283,8.164432
2016-12-20,62.4,13.52704,141.0215,10.14297,3218.788,79.93491,8.105983
2016-12-21,58.65,14.56123,128.133,10.18377,3099.169,80.45419,7.896126
2016-12-22,67.59,15.03407,134.0014,10.22962,2202.466,79.96566,7.949947
2016-12-23,68.56,15.89673,96.49902,10.33366,3334.521,79.366,8.669704
2016-12-24,64.5,15.28772,49.23521,9.935725,3080.16,60.64427,8.122229
2016-12-25,48.82,15.93708,54.6915,9.62849,2519.122,53.36452,7.125836
2016-12-26,58.23,15.95,60.54514,9.752338,2491.775,63.44788,8.133983
2016-12-27,49.97,15.35028,84.98053,9.922255,3439.541,72.30032,8.669479
2016-12-28,56,12.95198,69.19775,9.77357,3470.473,73.17329,8.622615
2016-12-29,51,18.02569,66.27703,9.615048,3526.934,74.41793,8.903195
2016-12-30,63.94,15.2856,90.356,9.892813,3333.139,75.29814,8.569221
2016-12-31,63.6,14.91365,66.98422,10.01695,3187.944,62.50569,8.261819
2017-01-01,58.82,13.46832,70.48837,9.994871,2723.932,56.78571,7.061719
2017-01-02,54.99,11.80308,80.76001,10.03704,3521.319,71.93399,8.288129
2017-01-03,54.68,10.99721,117.4495,10.56317,3494.492,80.29505,7.459069
2017-01-04,62.69,12.32204,109.9429,10.47559,3754.036,81.38809,7.680088
2017-01-05,51.22,15.72324,90.33464,10.81671,3811.666,81.1769,8.685376
2017-01-06,59.58,17.33501,93.7151,10.71002,3082.32,77.70601,7.402896
2017-01-07,66,18.02685,88.97544,10.52159,3612.643,75.42109,8.100768
2017-01-08,69.2,18.66718,73.84419,10.45724,3138.61,74.15432,7.688197
2017-01-09,58,19.42172,141.7336,10.34347,4106.548,79.57215,8.240475
2017-01-10,59.99,9.085865,89.22301,10.38059,4067.064,79.6377,7.104536
2017-01-11,59.23,15.20938,115.3491,10.59606,3929.386,79.97315,7.176231
2017-01-12,75,17.25665,98.99589,10.73137,4231.138,81.06469,7.685018
2017-01-13,59.2,17.48629,78.74248,10.66687,3977.207,82.16604,7.570904
2017-01-14,75,19.77221,54.39818,10.70524,3551.04,78.17596,5.570357
2017-01-15,64.87,16.72122,45.7415,10.34861,3551.947,75.04985,4.594837
2017-01-16,57.29,18.50356,64.81741,9.857095,3255.725,79.46246,6.05304
2017-01-17,62.58,19.51705,76.6642,9.472337,3949.56,81.59406,6.531004
2017-01-18,67.88,17.42294,126.5823,10.23003,3762.332,83.19244,6.299155
2017-01-19,80.27,10.52541,168.1667,10.67183,3781.642,83.1559,6.359458
2017-01-20,79.56,8.099247,217.1965,10.70703,1397.865,84.39844,6.104709
2017-01-21,87.6,13.99881,120.1287,10.92162,3523.781,80.16497,6.060466
2017-01-22,79.28,15.20689,86.81705,10.96163,2048.717,75.75757,5.126089
2017-01-23,68.84,17.51144,139.0532,10.5235,3652.689,81.4022,5.534117
2017-01-24,86.83,20.20267,149.0306,10.42656,1914.927,82.62761,5.41329
2017-01-25,97.7,21.526,193.6027,10.7675,2638.612,82.46001,7.045896
2017-01-26,92.44,10.38098,144.5252,10.76761,2151.144,83.07966,7.055415
2017-01-27,69.49,7.746288,86.2634,11.08531,1884.255,83.04409,7.10936
2017-01-28,60.49,18.27611,50.85432,10.93875,2150.798,78.84309,6.472458
2017-01-29,60.71,11.54049,50.40119,10.89791,1815.696,77.04074,5.775877
2017-01-30,59.79,14.38386,82.62946,10.82257,2150.885,80.95607,6.55603
2017-01-31,61.23,18.01704,123.287,11.06083,2019.427,80.93658,6.786378
2017-02-01,70.25,12.85323,76.34095,10.81152,2379.888,81.16019,6.781514
2017-02-02,41.11,6.275887,48.37416,10.68205,1679.919,79.04425,6.069321
2017-02-03,39.87,10.63542,49.30496,9.978426,2964.125,78.91933,6.350035
2017-02-04,38.11,8.646362,36.39117,10.14701,2208.729,71.69444,6.403509
2017-02-05,35.11,17.23114,35.13421,9.275249,3021.149,67.1825,5.339578
2017-02-06,43.31,19.53441,57.04841,9.969645,2330.208,77.00933,6.582855
2017-02-07,49.41,13.45957,67.9175,10.53463,2310.508,80.46084,6.676171
2017-02-08,47.63,23.82129,65.75893,9.897822,3208.249,83.0813,6.450912
2017-02-09,51.83,19.82481,92.43126,10.30683,1649.722,82.67601,6.77005
2017-02-10,52.07,11.92734,107.6468,10.43431,2863.252,83.94445,7.031939
2017-02-11,62.61,7.89688,51.09147,10.36268,2340.231,77.60743,6.495813
2017-02-12,50.6,7.429457,27.64709,9.963352,1901.793,73.15338,6.590375
2017-02-13,42.16,11.35886,55.91934,9.522278,1515.715,78.87072,7.974699
2017-02-14,47.63,17.40803,67.77881,10.03848,1884.255,80.85778,7.845959
2017-02-15,49.98,19.68049,78.0083,10.35622,1681.819,81.95268,7.253223
2017-02-16,49.98,18.5942,88.33667,10.33391,2090.448,82.29802,8.030906
2017-02-17,59.9,22.1867,92.5932,10.79551,2309.04,82.80727,7.994844
2017-02-18,61.94,18.2452,72.09624,10.63213,2615.241,78.5378,6.978984
2017-02-19,48.53,16.76783,40.6525,9.914233,2003.314,74.20499,6.372015
2017-02-20,42.69,20.8493,80.07173,9.963709,2230.114,79.87747,7.542142
2017-02-21,45.2,23.57087,75.90215,10.09802,2186.438,80.33905,7.76829
2017-02-22,42.69,19.72573,78.36788,10.43438,2296.469,80.12835,7.886817
2017-02-23,56.86,8.787538,92.06872,10.75056,2416.522,80.66913,8.298515
2017-02-24,48.57,14.88953,56.4394,10.74763,3129.364,82.03874,8.028411
2017-02-25,52.26,22.71928,56.1376,11.39561,2345.847,77.80168,7.151254
2017-02-26,53.71,19.24463,42.70041,11.14079,1762.387,76.20762,6.996675
2017-02-27,50.51,17.69664,42.32779,10.72721,2374.142,78.67611,7.545841
2017-02-28,34.43,14.17627,40.30665,10.50564,2863.124,78.36374,6.317752
2017-03-01,45.62,24.279,58.45382,10.47068,1990.872,79.2183,7.066695
2017-03-02,52.66,25.80375,59.71624,10.05546,2453.155,80.74903,7.355918
2017-03-03,48.51,11.78662,43.60879,9.777777,2987.668,80.60807,7.244686
2017-03-04,31.6,13.54741,29.21836,9.638103,2667.946,75.51018,7.125505
2017-03-05,38.32,11.47434,27.92718,9.354881,2352.974,71.64708,5.817486
2017-03-06,31.33,20.64875,43.74169,10.06098,3019.119,77.43926,7.281478
2017-03-07,49.07,25.04713,47.49454,10.862,2440.022,77.28121,7.627432
2017-03-08,47.47,27.26485,73.89667,10.5468,2259.749,76.32585,8.047626
2017-03-09,51.37,28.70422,72.99958,10.09996,2255.861,79.44647,8.156817
2017-03-10,49.51,29.21625,72.76547,10.26643,2202.638,80.43609,8.747154
2017-03-11,50.4,25.29701,47.93422,9.385271,2082.888,74.31455,7.742769
2017-03-12,31.25,24.41124,36.77011,8.223913,2271.543,67.5632,6.26626
2017-03-13,27.04,10.93247,37.71893,8.051718,3017.606,77.4239,6.965904
2017-03-14,29.58,16.97613,43.44336,8.53961,1692.23,77.94237,7.652777
2017-03-15,38.42,28.67972,46.44596,9.030116,2822.472,78.98991,7.76691
2017-03-16,46.23,27.72528,61.68667,9.777452,2348.828,78.57678,7.629843
2017-03-17,47.88,27.46687,62.2039,9.511367,2560.853,79.74072,7.047823
2017-03-18,47.69,29.608,59.88208,8.766937,2288.735,74.94663,6.405605
2017-03-19,48.4,29.62765,58.06561,8.67479,2101.249,72.6736,5.749897
2017-03-20,49.01,28.19365,69.00994,8.365805,2660.558,77.1114,6.396204
2017-03-21,46.51,20.18422,47.94727,7.833106,2239.876,78.76945,5.898801
2017-03-22,36,19.85253,44.24015,7.050162,1993.508,78.55443,5.011101
2017-03-23,39.6,21.23898,67.57406,7.929422,2150.539,79.76868,6.082914
2017-03-24,53.19,19.84554,114.7681,7.957016,3219.826,81.09698,6.929568
2017-03-25,40,18.5427,43.01516,7.934887,2232.921,74.53602,6.91901
2017-03-26,43.6,21.74137,40.00805,7.169855,1941.192,69.11125,6.516342
2017-03-27,35.93,17.53327,67.10477,6.255342,2993.371,78.39887,7.34443
2017-03-28,49.31,27.78245,64.38864,6.5692,3170.967,79.44711,7.409586
2017-03-29,50.63,31.22549,65.2182,6.517507,3300.091,79.80464,7.259641
2017-03-30,49.69,27.03589,52.54031,7.030411,3317.846,78.45661,7.155976
2017-03-31,43.19,25.67577,49.17928,7.853902,3314.909,78.60117,7.041903
2017-04-01,34.49,30.13396,39.22729,7.761437,2944.685,72.70785,6.336898
2017-04-02,41,31.72186,44.723,7.547898,2426.371,72.02007,6.531468
2017-04-03,48.76,32.12286,65.31114,7.465888,3112.301,78.00264,8.064853
2017-04-04,50.05,31.61056,45.71414,7.375529,1697.717,76.11541,7.570745
2017-04-05,37,29.60031,43.46526,7.211038,2044.051,75.91924,7.867737
2017-04-06,33.81,31.9221,42.64473,7.432434,2074.205,78.96513,8.333109
2017-04-07,35.19,32.63151,51.00242,7.96657,2189.376,81.57479,8.367981
2017-04-08,51.09,32.53903,50.98498,8.22124,2131.012,77.22126,7.83103
2017-04-09,51,31.75101,47.08244,8.45664,1922.876,75.41079,7.194915
2017-04-10,39.71,31.92347,53.97115,8.468646,2470.003,79.62042,8.537162
2017-04-11,47.54,31.93321,51.94672,8.135333,2646.993,79.37029,8.642008
2017-04-12,51.53,31.9894,68.0584,7.6614,2605.781,79.04451,8.33932
2017-04-13,52.19,29.74752,54.06911,8.306839,1951.949,75.42378,7.424196
2017-04-14,52.44,28.43929,53.62784,8.419598,1509.365,72.36269,6.992355
2017-04-15,50.84,28.69024,48.74017,8.217071,2226.225,69.62945,7.944231
2017-04-16,46.95,28.45323,47.65038,7.759812,1743.639,68.33829,7.700381
2017-04-17,48.69,31.01018,53.11397,7.187673,1600.992,71.72644,9.065445
2017-04-18,40.69,29.39759,38.64759,7.0172,1908.921,68.01847,9.401618
2017-04-19,36.89,21.73787,44.09006,7.111207,2047.032,69.2155,9.015678
2017-04-20,36.89,26.73066,41.44984,7.392467,2138.357,74.16047,9.118612
2017-04-21,40.15,31.12179,39.98778,7.705789,2150.712,76.96203,9.040457
