"time","Spot_Price","Solar_photovoltaic","Combined_cycle","fe_year"
2019-12-08,44.85,16.09755,106.4146,2019
2019-12-09,35.7,16.80844,127.768,2019
2019-12-10,42.67,21.14531,183.8773,2019
2019-12-11,39.75,15.09886,140.6412,2019
2019-12-12,37,11.64208,72.52021,2019
2019-12-13,21.01,11.54313,48.2028,2019
2019-12-14,26.75,12.43615,45.53282,2019
2019-12-15,26.2,16.90361,54.88629,2019
2019-12-16,39.53,10.52505,102.5581,2019
2019-12-17,32.71,14.05121,148.259,2019
2019-12-18,37.01,17.95759,112.6161,2019
2019-12-19,15,5.945198,50.8464,2019
2019-12-20,4.72,4.545391,39.10865,2019
2019-12-21,2.38,10.41091,49.41645,2019
2019-12-22,0.51,17.57465,42.4625,2019
2019-12-23,5.02,23.56718,65.43857,2019
2019-12-24,7,25.2455,56.72408,2019
2019-12-25,12.28,23.97604,69.77386,2019
2019-12-26,12,19.29561,77.9927,2019
2019-12-27,27.47,24.92086,90.9753,2019
2019-12-28,30.17,25.93725,81.07814,2019
2019-12-29,30.6,23.37805,86.9811,2019
2019-12-30,33.1,20.79247,104.5597,2019
2019-12-31,37.55,21.31704,118.6511,2019
2020-01-01,41.88,22.64895,119.8506,2020
2020-01-02,35.4,18.97901,146.4876,2020
2020-01-03,32.05,17.35805,121.4406,2020
2020-01-04,38.01,21.75861,85.0757,2020
2020-01-05,33.1,26.57595,88.25711,2020
2020-01-06,47.85,24.6183,105.2706,2020
2020-01-07,42.07,26.27226,173.583,2020
2020-01-08,42,25.81768,167.5331,2020
2020-01-09,46.55,22.10807,138.2671,2020
2020-01-10,34.13,22.80119,111.1368,2020
2020-01-11,42.94,28.60857,116.918,2020
2020-01-12,44.21,28.94992,127.0408,2020
2020-01-13,50.67,23.07291,157.4913,2020
2020-01-14,31.86,24.92915,96.17672,2020
2020-01-15,30.67,19.97574,121.2741,2020
2020-01-16,33.27,29.05991,109.3266,2020
2020-01-17,30.87,22.82706,112.3816,2020
2020-01-18,45,10.15361,86.97493,2020
2020-01-19,33.33,16.33444,54.64487,2020
2020-01-20,28.51,11.27183,87.20742,2020
2020-01-21,32.7,9.243644,133.953,2020
2020-01-22,38.7,13.20352,174.2766,2020
2020-01-23,54.01,14.38716,205.5412,2020
2020-01-24,50.5,12.33903,210.318,2020
2020-01-25,51.92,10.24498,145.5169,2020
2020-01-26,48,23.21356,98.79656,2020
2020-01-27,35.3,21.88476,119.0455,2020
2020-01-28,27.79,15.16079,113.7238,2020
2020-01-29,42.33,18.78863,121.3417,2020
2020-01-30,31.9,21.27491,106.6725,2020
2020-01-31,35,21.48222,100.5938,2020
2020-02-01,26.03,21.6536,58.41495,2020
2020-02-02,30.37,30.42283,56.12844,2020
2020-02-03,39.2,33.68697,114.0034,2020
2020-02-04,41.01,33.61473,96.45929,2020
2020-02-05,27.1,32.35972,108.8635,2020
2020-02-06,35,31.84868,120.7586,2020
2020-02-07,41.21,24.25202,125.8279,2020
2020-02-08,41.03,18.68298,105.6485,2020
2020-02-09,33.56,27.3418,68.55424,2020
2020-02-10,27.5,36.32589,76.07359,2020
2020-02-11,40.68,27.5553,124.8173,2020
2020-02-12,44.23,16.88974,150.5021,2020
2020-02-13,33.97,22.38652,122.6698,2020
2020-02-14,40.01,35.81448,142.2143,2020
2020-02-15,41.35,37.22087,90.71142,2020
2020-02-16,28,37.41618,56.00232,2020
2020-02-17,31.69,28.49756,96.2119,2020
2020-02-18,34.19,26.47243,126.3598,2020
2020-02-19,41.56,36.08355,139.1409,2020
2020-02-20,43.01,42.79926,126.5378,2020
2020-02-21,33.18,43.98305,130.1172,2020
2020-02-22,42.02,45.32696,111.547,2020
2020-02-23,38.01,45.89644,93.43173,2020
2020-02-24,42.07,45.72214,132.085,2020
2020-02-25,33.13,36.13253,63.26455,2020
2020-02-26,27.55,44.64004,66.1868,2020
2020-02-27,32.07,44.43669,67.60162,2020
2020-02-28,30,40.52962,84.49001,2020
2020-02-29,20.01,25.42373,38.99018,2020
2020-03-01,16.99,24.58161,37.54668,2020
2020-03-02,20,32.0954,39.07117,2020
2020-03-03,25.35,26.39478,42.18991,2020
2020-03-04,30.1,31.85929,64.02845,2020
2020-03-05,27.85,29.43385,39.73792,2020
2020-03-06,21.7,38.74749,35.37206,2020
2020-03-07,29.1,42.70596,50.33073,2020
2020-03-08,31.5,44.37221,48.02523,2020
2020-03-09,25.8,43.69506,58.72115,2020
2020-03-10,28.6,45.02193,66.34658,2020
2020-03-11,37.55,45.88253,96.69058,2020
2020-03-12,38.88,41.1037,98.96042,2020
2020-03-13,26.3,39.4968,79.63206,2020
2020-03-14,37.33,45.75081,87.30206,2020
2020-03-15,37.68,37.96409,67.29953,2020
2020-03-16,22.9,19.37213,47.68105,2020
2020-03-17,24.2,24.75262,39.37075,2020
2020-03-18,30.87,30.4567,49.53251,2020
2020-03-19,29.22,32.52746,49.26271,2020
2020-03-20,28.12,24.17802,56.62973,2020
2020-03-21,25.51,23.38175,68.18317,2020
2020-03-22,28.11,26.15539,69.76436,2020
2020-03-23,30.14,29.39224,67.27371,2020
2020-03-24,23.4,25.29679,66.76749,2020
2020-03-25,32.8,37.79482,68.5868,2020
2020-03-26,28.01,48.56894,50.92998,2020
2020-03-27,22.49,33.95044,66.55516,2020
2020-03-28,28.85,48.7603,72.85902,2020
2020-03-29,27.13,51.34013,65.45871,2020
2020-03-30,17,21.38953,79.6051,2020
2020-03-31,15.7,20.7464,80.96846,2020
2020-04-01,22.26,32.50778,87.05756,2020
2020-04-02,24.5,36.08019,84.10504,2020
2020-04-03,21.88,54.22246,91.48837,2020
2020-04-04,25.1,44.78719,82.73992,2020
2020-04-05,8.51,43.75445,84.48342,2020
2020-04-06,22.52,29.87094,95.60068,2020
2020-04-07,23.8,35.83774,89.33922,2020
2020-04-08,25,47.07749,85.5377,2020
2020-04-09,22.66,28.52932,94.52986,2020
2020-04-10,19.98,31.54624,103.7899,2020
2020-04-11,25.21,39.2696,84.3254,2020
2020-04-12,24.3,40.08249,84.33628,2020
2020-04-13,20.3,35.01469,83.50827,2020
2020-04-14,26.53,35.04399,68.28805,2020
2020-04-15,19.87,27.80637,66.93919,2020
2020-04-16,14.06,34.31961,53.93352,2020
2020-04-17,15.22,31.47575,49.92847,2020
2020-04-18,22.1,36.85711,67.13859,2020
2020-04-19,16.51,34.28602,70.67899,2020
2020-04-20,5.95,36.6995,54.53932,2020
2020-04-21,10.1,29.90339,54.26688,2020
2020-04-22,4.64,42.3003,58.03396,2020
2020-04-23,20.1,44.4789,59.1711,2020
2020-04-24,23.87,47.00299,60.13274,2020
2020-04-25,16.25,33.92029,73.81885,2020
2020-04-26,16.23,35.08915,75.70644,2020
2020-04-27,20.84,35.27668,64.27854,2020
2020-04-28,21.74,45.52993,56.02533,2020
2020-04-29,15.5,56.7714,44.73125,2020
2020-04-30,9.99,43.24264,39.06062,2020
2020-05-01,5.5,53.29698,57.94141,2020
2020-05-02,12.2,60.83025,74.30551,2020
2020-05-03,18,60.75685,81.23866,2020
2020-05-04,21.68,51.93096,58.59421,2020
2020-05-05,16,54.14,58.70331,2020
2020-05-06,20.45,59.20748,67.61546,2020
2020-05-07,20.86,46.85911,61.03192,2020
2020-05-08,23.18,57.07634,58.78086,2020
2020-05-09,21.51,42.58976,83.77815,2020
2020-05-10,20.7,37.29797,70.28987,2020
2020-05-11,14,43.16015,54.53462,2020
2020-05-12,22.75,24.32985,77.84349,2020
2020-05-13,24.12,42.66996,77.0232,2020
2020-05-14,24.98,25.84362,63.55362,2020
2020-05-15,20.21,34.69404,54.97572,2020
2020-05-16,20,40.80692,63.2002,2020
2020-05-17,18.93,53.79329,74.17084,2020
2020-05-18,27.68,65.25896,81.35759,2020
2020-05-19,26.49,65.14195,91.13563,2020
2020-05-20,27.21,65.16491,97.25158,2020
2020-05-21,27.9,62.6656,99.79249,2020
2020-05-22,31.19,63.22441,101.8396,2020
2020-05-23,28.6,60.76649,67.79007,2020
2020-05-24,9.6,59.07786,57.76005,2020
2020-05-25,26.69,48.82078,90.67374,2020
2020-05-26,21.1,59.05232,76.47011,2020
2020-05-27,24.51,62.78841,91.67129,2020
2020-05-28,29,63.68742,112.5577,2020
2020-05-29,35,65.17178,128.0512,2020
2020-05-30,34.15,61.56862,96.73775,2020
2020-05-31,30.3,45.09022,109.7755,2020
2020-06-01,35.4,54.49488,149.54,2020
2020-06-02,35.1,53.12028,154.0375,2020
2020-06-03,34.9,56.89655,161.1822,2020
2020-06-04,22.17,40.05883,101.6304,2020
2020-06-05,26.07,65.651,119.3451,2020
2020-06-06,33.18,61.84984,114.3871,2020
2020-06-07,22.01,49.64954,81.72921,2020
2020-06-08,26,55.29937,110.511,2020
2020-06-09,28.39,60.48174,119.0543,2020
2020-06-10,29.71,60.29876,127.4159,2020
2020-06-11,30.34,55.26024,87.85232,2020
2020-06-12,20.7,51.15488,59.85593,2020
2020-06-13,20.98,62.20622,81.25665,2020
2020-06-14,33.2,63.86529,99.77337,2020
2020-06-15,32.03,64.71595,148.1292,2020
2020-06-16,32.4,54.40309,162.4566,2020
2020-06-17,32.99,63.01684,170.2366,2020
2020-06-18,36.29,64.00495,156.8136,2020
2020-06-19,34.16,63.66279,149.9174,2020
2020-06-20,33.5,67.50218,134.7184,2020
2020-06-21,33,68.10632,102.6488,2020
2020-06-22,25.09,67.56589,140.8753,2020
2020-06-23,36.59,64.44876,161.6357,2020
2020-06-24,38.19,50.68105,165.1033,2020
2020-06-25,40.75,61.26085,178.544,2020
2020-06-26,40.13,59.37431,166.8959,2020
2020-06-27,39.19,65.69821,139.1246,2020
2020-06-28,38.48,65.3821,134.5165,2020
2020-06-29,39.76,65.4029,157.6972,2020
2020-06-30,37.27,62.18371,169.6441,2020
2020-07-01,40.44,66.24203,190.0858,2020
2020-07-02,34.53,66.08705,199.0695,2020
2020-07-03,37.87,65.26028,194.5015,2020
2020-07-04,34.49,66.80927,139.3758,2020
2020-07-05,28.75,66.36475,130.7264,2020
2020-07-06,26.45,64.578,176.5103,2020
2020-07-07,33.27,63.58997,220.8331,2020
2020-07-08,36.3,50.63487,242.797,2020
2020-07-09,39.94,58.75217,269.9844,2020
2020-07-10,41.2,63.83205,224.3404,2020
2020-07-11,34.57,63.11751,139.0845,2020
2020-07-12,32.97,50.69227,128.5078,2020
2020-07-13,34.65,63.60457,174.8415,2020
2020-07-14,34.47,54.87162,178.0888,2020
2020-07-15,35.55,62.73992,178.5932,2020
2020-07-16,36.19,64.45533,206.386,2020
2020-07-17,35.3,64.18171,204.6584,2020
2020-07-18,34.57,65.37125,200.6413,2020
2020-07-19,38.69,63.10517,176.6984,2020
2020-07-20,32.02,60.74539,212.2938,2020
2020-07-21,31.35,49.54217,235.3037,2020
2020-07-22,40.69,58.72839,261.9737,2020
2020-07-23,41.8,63.72271,270.7977,2020
2020-07-24,35.8,63.12563,227.2698,2020
2020-07-25,34.63,64.64971,182.5945,2020
2020-07-26,34.43,63.98078,162.4039,2020
2020-07-27,39.9,61.28655,208.457,2020
2020-07-28,35.43,62.24901,226.6355,2020
2020-07-29,33.99,62.37557,233.647,2020
2020-07-30,40.06,52.95099,256.1133,2020
2020-07-31,39.68,55.56415,264.6048,2020
2020-08-01,37.96,53.90691,182.1825,2020
2020-08-02,30.67,61.58888,142.2568,2020
2020-08-03,30.3,58.95557,176.9139,2020
2020-08-04,31.6,60.9116,197.6967,2020
2020-08-05,34.64,63.26574,210.6407,2020
2020-08-06,38.59,61.91076,205.3077,2020
2020-08-07,38.64,59.92484,201.3595,2020
2020-08-08,39.27,53.25316,189.4347,2020
2020-08-09,39.79,57.68574,168.453,2020
2020-08-10,33.9,47.1968,204.779,2020
2020-08-11,40.24,38.73465,209.4108,2020
2020-08-12,39.26,55.98833,210.6276,2020
2020-08-13,41.2,63.57843,226.3932,2020
2020-08-14,33.41,61.50593,204.9171,2020
2020-08-15,39.17,64.94542,130.4478,2020
2020-08-16,33.12,65.7584,111.8995,2020
2020-08-17,34.9,60.88781,174.764,2020
2020-08-18,37.7,51.3285,196.3602,2020
2020-08-19,38.29,63.76564,146.5722,2020
2020-08-20,33.16,59.11404,160.8631,2020
2020-08-21,34.67,58.93708,170.0617,2020
2020-08-22,32.29,63.66615,151.0622,2020
2020-08-23,38.07,60.36501,118.6355,2020
2020-08-24,32.26,59.20681,192.8287,2020
2020-08-25,42.6,61.30197,212.6708,2020
2020-08-26,31.93,60.80355,245.3453,2020
2020-08-27,46.91,59.54523,250.1467,2020
2020-08-28,39.9,55.03633,169.0289,2020
2020-08-29,36.82,56.59697,102.1407,2020
2020-08-30,38.2,57.36813,91.43904,2020
2020-08-31,33.39,60.80057,174.629,2020
2020-09-01,42.71,40.75076,221.2482,2020
2020-09-02,41.67,58.67415,186.8421,2020
2020-09-03,44.55,60.17384,199.0998,2020
2020-09-04,44.34,60.73684,186.5237,2020
2020-09-05,39.58,59.59079,131.9626,2020
2020-09-06,34.04,57.28611,100.0363,2020
2020-09-07,40,54.50526,117.9352,2020
2020-09-08,37.71,55.54134,157.6551,2020
2020-09-09,42.11,53.82723,201.6093,2020
2020-09-10,43.47,56.37459,198.8073,2020
2020-09-11,45.84,52.93512,205.6665,2020
2020-09-12,46,52.74949,130.2967,2020
2020-09-13,36.53,47.10086,124.3555,2020
2020-09-14,37.84,43.07869,196.0427,2020
2020-09-15,44.81,49.92708,227.6142,2020
2020-09-16,50.12,42.29782,252.1448,2020
2020-09-17,42.49,26.62189,214.4312,2020
2020-09-18,38.21,24.95055,171.1798,2020
2020-09-19,39.9,39.99434,118.7738,2020
2020-09-20,40.34,42.05152,119.5384,2020
2020-09-21,42.95,47.79439,218.0252,2020
2020-09-22,49.23,49.9593,226.3242,2020
2020-09-23,42.45,39.35297,191.8113,2020
2020-09-24,39.73,30.52614,131.7283,2020
2020-09-25,29.1,52.48729,72.14885,2020
2020-09-26,34.01,51.97901,51.11412,2020
2020-09-27,21.4,53.97145,61.6191,2020
2020-09-28,33.3,56.20193,145.7618,2020
2020-09-29,40.43,54.43915,221.5823,2020
2020-09-30,50.07,44.58407,196.8104,2020
2020-10-01,38.7,48.36151,113.4527,2020
2020-10-02,22.44,21.01076,46.75041,2020
2020-10-03,18.13,51.05484,41.06176,2020
2020-10-04,27,40.18029,42.89703,2020
2020-10-05,19.81,53.36639,88.25745,2020
2020-10-06,42.57,50.47003,105.9349,2020
2020-10-07,41.63,51.9261,159.7435,2020
2020-10-08,44.44,48.45368,173.8848,2020
2020-10-09,44.53,44.19824,190.5693,2020
2020-10-10,37.12,45.90513,70.57718,2020
2020-10-11,32.08,48.87349,61.60184,2020
2020-10-12,31.47,54.43416,75.28355,2020
2020-10-13,39.1,49.90565,120.5657,2020
2020-10-14,36.1,48.93881,90.37246,2020
2020-10-15,37.08,50.18674,116.5143,2020
2020-10-16,37.38,53.48507,153.8759,2020
2020-10-17,45,49.22833,122.6669,2020
2020-10-18,42.3,46.15936,97.48398,2020
2020-10-19,37.78,40.72072,88.58152,2020
2020-10-20,32.02,13.90742,88.98047,2020
2020-10-21,28.9,28.99044,101.6566,2020
2020-10-22,39.55,16.7733,153.4793,2020
2020-10-23,41.63,37.45461,119.8073,2020
2020-10-24,39.05,42.36374,56.28738,2020
2020-10-25,10,27.11581,49.47107,2020
2020-10-26,24.29,42.56008,82.70382,2020
2020-10-27,37.3,40.12783,90.74419,2020
2020-10-28,38.8,35.84135,125.447,2020
2020-10-29,44.65,44.20566,155.4702,2020
2020-10-30,44.33,44.74313,137.2577,2020
2020-10-31,35.04,44.01092,63.66391,2020
2020-11-01,26,39.92186,64.78314,2020
2020-11-02,37,36.72873,100.2541,2020
2020-11-03,36,25.34758,93.72769,2020
2020-11-04,30.7,13.46259,102.3896,2020
2020-11-05,26.8,11.94334,69.50938,2020
2020-11-06,34,16.19216,57.75086,2020
2020-11-07,32.05,27.22291,76.01381,2020
2020-11-08,35.87,31.2621,69.94359,2020
2020-11-09,34.79,29.57434,155.7751,2020
2020-11-10,50.01,36.70981,185.8986,2020
2020-11-11,46.03,32.41753,110.2677,2020
2020-11-12,43.12,29.15786,147.4521,2020
2020-11-13,40.67,24.58896,147.3058,2020
2020-11-14,37.02,11.70576,90.71047,2020
2020-11-15,30.25,27.56884,61.31546,2020
2020-11-16,40.93,27.14279,149.6892,2020
2020-11-17,44.94,33.14883,153.5682,2020
2020-11-18,35.89,33.59121,144.9363,2020
2020-11-19,40.95,33.73026,110.86,2020
2020-11-20,36.9,39.27937,83.32486,2020
2020-11-21,35.99,39.36432,84.4009,2020
2020-11-22,42.67,38.69033,120.0485,2020
2020-11-23,46.55,38.94013,180.1852,2020
2020-11-24,44.12,30.26997,180.7652,2020
2020-11-25,36.28,18.12579,167.9629,2020
2020-11-26,42.56,7.842267,137.1513,2020
2020-11-27,45.97,10.04313,182.8487,2020
2020-11-28,48.93,20.60888,155.1682,2020
2020-11-29,42.07,22.7082,143.542,2020
2020-11-30,46.6,26.41759,170.9657,2020
2020-12-01,46.22,30.1268,146.8672,2020
2020-12-02,48.01,29.43635,124.9048,2020
2020-12-03,47.62,34.25508,134.8332,2020
2020-12-04,30,15.82041,122.556,2020
2020-12-05,48.42,30.19502,91.53862,2020
2020-12-06,41.12,24.54137,82.01606,2020
2020-12-07,36.25,14.87505,61.76123,2020
2020-12-08,26.99,23.42309,66.16158,2020
2020-12-09,44.65,27.84722,133.0376,2020
2020-12-10,34.15,10.40989,88.91831,2020
2020-12-11,32.5,10.59095,56.087,2020
2020-12-12,30.65,27.80604,50.76195,2020
2020-12-13,42.99,21.19259,85.95861,2020
2020-12-14,34.01,12.43842,136.5117,2020
2020-12-15,40.36,27.22311,134.3748,2020
2020-12-16,37,18.03444,148.1219,2020
2020-12-17,50.25,21.02634,185.0437,2020
2020-12-18,46.51,20.95703,141.1456,2020
2020-12-19,37.5,12.04065,100.9596,2020
2020-12-20,46.65,25.26364,77.71922,2020
2020-12-21,39.3,23.91088,121.0104,2020
2020-12-22,46.27,27.01309,105.1031,2020
2020-12-23,38.6,19.33496,107.1788,2020
2020-12-24,42.34,21.3794,84.73198,2020
2020-12-25,29.9,30.85753,66.11465,2020
2020-12-26,36,36.39587,56.48045,2020
2020-12-27,38.68,31.79979,49.96978,2020
2020-12-28,14,25.5683,41.35043,2020
2020-12-29,32.4,25.22292,56.28648,2020
2020-12-30,43.84,35.67936,106.7746,2020
2020-12-31,42.11,28.33327,74.33822,2020
2021-01-01,50.87,29.87652,61.41633,2021
2021-01-02,46.69,34.24716,80.55529,2021
2021-01-03,46.11,37.13448,83.62861,2021
2021-01-04,50.23,26.30798,144.898,2021
2021-01-05,64.68,29.74635,138.8769,2021
2021-01-06,69.02,25.27393,102.8172,2021
2021-01-07,77,9.459079,165.9828,2021
2021-01-08,95.98,6.751867,88.42787,2021
2021-01-09,70.17,13.44427,59.96436,2021
2021-01-10,62,18.99303,61.19006,2021
2021-01-11,58.25,33.76733,83.1774,2021
2021-01-12,75.32,40.07471,151.9744,2021
2021-01-13,74.91,40.35178,140.831,2021
2021-01-14,95,37.42802,108.309,2021
2021-01-15,68.85,37.01045,111.6306,2021
2021-01-16,64.37,40.56207,88.94161,2021
2021-01-17,66.05,41.3468,83.2418,2021
2021-01-18,81.28,41.23036,171.1022,2021
2021-01-19,84.05,31.80259,117.9208,2021
2021-01-20,50.15,11.23372,53.0565,2021
2021-01-21,30.7,19.54328,53.32362,2021
2021-01-22,35.95,23.76885,45.98374,2021
2021-01-23,32.6,19.01093,42.25598,2021
2021-01-24,21.2,30.19484,45.25012,2021
2021-01-25,46.62,13.40735,81.38273,2021
2021-01-26,57.69,17.9501,104.2661,2021
2021-01-27,49.24,26.63788,76.64003,2021
2021-01-28,46.87,34.33363,61.70768,2021
2021-01-29,42.71,30.22688,51.7167,2021
2021-01-30,12.97,29.22326,35.05555,2021
2021-01-31,1.95,18.06357,33.65793,2021
2021-02-01,1.94,33.14083,38.92359,2021
2021-02-02,10.25,28.63318,42.61052,2021
2021-02-03,20.6,25.09444,51.99627,2021
2021-02-04,37.35,23.19192,100.9149,2021
2021-02-05,45.57,21.02137,70.41498,2021
2021-02-06,44.05,21.80987,47.79012,2021
2021-02-07,18.05,29.10149,39.65105,2021
2021-02-08,1.95,25.59931,42.49096,2021
2021-02-09,1.95,10.78632,38.00243,2021
2021-02-10,8,30.80655,60.64453,2021
2021-02-11,49,25.63932,85.79844,2021
2021-02-12,32.12,39.21901,45.68491,2021
2021-02-13,27.99,45.29163,45.7638,2021
2021-02-14,32,48.66551,46.20495,2021
2021-02-15,1.95,43.13302,39.78968,2021
2021-02-16,1.95,47.35948,61.66103,2021
2021-02-17,42.01,46.90664,62.5255,2021
2021-02-18,21.75,43.95026,53.83554,2021
2021-02-19,25.67,47.35778,49.17778,2021
2021-02-20,1.95,36.01654,36.53619,2021
2021-02-21,3.5,12.97381,50.48215,2021
2021-02-22,30,43.12624,88.19687,2021
2021-02-23,41.71,53.99797,62.07057,2021
2021-02-24,20.69,48.02201,47.20613,2021
2021-02-25,35.15,28.45536,74.59419,2021
2021-02-26,45.1,32.33236,73.13955,2021
2021-02-27,40,42.15013,47.50369,2021
2021-02-28,14.49,39.90456,40.45551,2021
2021-03-01,35.38,24.98208,66.30117,2021
2021-03-02,44.32,29.62972,98.74639,2021
2021-03-03,51,34.61036,110.8272,2021
2021-03-04,52.38,36.65291,99.97477,2021
2021-03-05,48.57,28.87641,75.35295,2021
2021-03-06,48,36.04764,53.26275,2021
2021-03-07,45.25,32.80086,66.39118,2021
2021-03-08,47.3,32.01306,89.92208,2021
2021-03-09,53.15,46.66054,97.26483,2021
2021-03-10,55.57,64.88578,74.53925,2021
2021-03-11,40.17,59.36372,47.07821,2021
2021-03-12,30.99,54.55599,53.21063,2021
2021-03-13,41.5,67.53726,44.66263,2021
2021-03-14,24.45,66.5296,52.59802,2021
2021-03-15,46.73,67.68514,57.30794,2021
2021-03-16,43.19,68.60128,39.52045,2021
2021-03-17,21.6,69.21784,34.14328,2021
2021-03-18,21.53,56.33842,42.82136,2021
2021-03-19,30.13,44.32693,45.39512,2021
2021-03-20,24.08,63.29436,40.76929,2021
2021-03-21,34.33,71.2406,43.71238,2021
2021-03-22,49.55,71.05677,70.9658,2021
2021-03-23,60.59,74.24215,117.5742,2021
2021-03-24,63.01,72.01226,110.3921,2021
2021-03-25,63.26,70.77404,109.1786,2021
2021-03-26,62.35,58.09327,91.55218,2021
2021-03-27,43,56.86018,65.24464,2021
2021-03-28,47.41,67.87689,57.57674,2021
2021-03-29,39.07,51.35787,67.59229,2021
2021-03-30,47.08,44.69791,65.62565,2021
2021-03-31,56.58,65.93541,61.58753,2021
2021-04-01,54.38,52.07978,77.67144,2021
2021-04-02,58.89,53.8689,92.11049,2021
2021-04-03,45.1,58.92222,61.0425,2021
2021-04-04,35.95,68.32413,52.3804,2021
2021-04-05,43.97,71.5926,51.598,2021
2021-04-06,58,72.91536,64.19462,2021
2021-04-07,68.25,62.85718,83.25718,2021
2021-04-08,72.53,46.86722,116.7943,2021
2021-04-09,73.36,38.40439,140.737,2021
2021-04-10,66.02,41.27319,96.46864,2021
2021-04-11,61.16,50.31487,68.73013,2021
2021-04-12,60.57,67.1455,84.94761,2021
2021-04-13,76.48,53.59786,175.4983,2021
2021-04-14,78,42.01721,158.4689,2021
2021-04-15,65.84,35.73841,138.862,2021
2021-04-16,74.52,69.45345,105.671,2021
2021-04-17,72.04,78.81993,67.08997,2021
2021-04-18,72.81,81.0008,76.50363,2021
2021-04-19,81.57,62.22568,169.1692,2021
2021-04-20,77.08,60.29696,176.5305,2021
2021-04-21,81.01,44.58814,181.7663,2021
2021-04-22,73.31,50.99537,156.6563,2021
2021-04-23,82.23,58.2163,93.2957,2021
2021-04-24,68.51,42.2551,64.98398,2021
2021-04-25,68.07,39.57369,86.07778,2021
2021-04-26,78,43.34548,155.4718,2021
2021-04-27,82.54,48.24371,166.8827,2021
2021-04-28,76.75,53.84886,148.5604,2021
2021-04-29,76.75,54.38794,130.7272,2021
2021-04-30,84.75,62.40126,142.3235,2021
2021-05-01,69.29,74.06536,70.64474,2021
2021-05-02,61.17,80.64974,87.60216,2021
2021-05-03,58.48,60.16714,102.5026,2021
2021-05-04,84.51,86.9846,104.6063,2021
2021-05-05,75,88.09952,76.13898,2021
2021-05-06,76,91.04724,79.62602,2021
2021-05-07,75.57,90.68403,81.04687,2021
2021-05-08,80.75,80.06607,55.77339,2021
2021-05-09,15.02,44.24222,46.81949,2021
2021-05-10,45.06,60.33634,58.88306,2021
2021-05-11,68.83,81.77347,51.15611,2021
2021-05-12,62.26,71.06201,45.21502,2021
2021-05-13,65.04,75.04997,48.74815,2021
2021-05-14,75.38,88.68475,55.52146,2021
2021-05-15,72.39,81.84712,47.44857,2021
2021-05-16,42.38,78.2001,49.63603,2021
2021-05-17,60.51,85.66156,74.41022,2021
2021-05-18,83.42,86.15193,74.94227,2021
2021-05-19,72.59,89.85613,83.47341,2021
2021-05-20,76.68,89.94947,108.6446,2021
2021-05-21,80.85,83.70587,73.00185,2021
2021-05-22,67.21,72.17989,66.88469,2021
2021-05-23,74,50.52353,71.94204,2021
2021-05-24,68.1,83.80664,54.12047,2021
2021-05-25,80,87.68513,82.57352,2021
2021-05-26,79.25,81.63839,106.0661,2021
2021-05-27,85,48.99346,141.201,2021
2021-05-28,89.8,73.88548,154.4719,2021
2021-05-29,91.94,85.13478,91.00183,2021
2021-05-30,83.56,70.784,70.58044,2021
2021-05-31,88.93,65.91588,130.1884,2021
2021-06-01,116.33,60.65392,143.7322,2021
2021-06-02,116.2,86.833,166.1344,2021
2021-06-03,109.58,80.46774,120.889,2021
2021-06-04,103.12,69.35337,126.7205,2021
2021-06-05,103.4,55.43459,109.1883,2021
2021-06-06,112.11,90.73872,71.17325,2021
2021-06-07,105.31,91.25788,140.1668,2021
2021-06-08,106.73,88.35296,152.577,2021
2021-06-09,108.44,86.9969,132.5674,2021
2021-06-10,108.8,87.60653,138.1379,2021
2021-06-11,109.81,79.70305,99.53543,2021
2021-06-12,108.74,80.26141,63.25781,2021
2021-06-13,108.34,81.17447,93.22929,2021
2021-06-14,116.45,82.68241,156.1974,2021
2021-06-15,115.76,67.49227,161.4027,2021
2021-06-16,125.65,65.73509,182.0111,2021
2021-06-17,124.89,48.90077,202.4504,2021
2021-06-18,119.21,55.86824,169.9809,2021
2021-06-19,120.52,54.62484,133.9301,2021
2021-06-20,108.46,56.67784,52.57503,2021
2021-06-21,94.12,71.44913,109.7985,2021
2021-06-22,119.8,74.51136,142.3695,2021
2021-06-23,118.25,81.74064,128.785,2021
2021-06-24,109.82,91.96551,83.56405,2021
2021-06-25,113.4,90.21996,97.42469,2021
2021-06-26,118.39,84.59352,62.58786,2021
2021-06-27,118.91,86.1029,52.10779,2021
2021-06-28,111.43,92.23738,88.03869,2021
2021-06-29,119.27,92.35199,141.487,2021
2021-06-30,117.6,89.58333,136.8588,2021
2021-07-01,120.47,89.67573,161.1831,2021
2021-07-02,129.13,90.77805,158.2346,2021
2021-07-03,125.16,84.59939,71.84595,2021
2021-07-04,123.68,89.85597,63.7624,2021
2021-07-05,122.78,89.92086,98.66193,2021
2021-07-06,125.73,66.48099,111.56,2021
2021-07-07,125.17,84.1369,145.4393,2021
2021-07-08,118.47,88.79327,150.5721,2021
2021-07-09,119.63,87.0833,155.5901,2021
2021-07-10,122.44,82.98195,118.9148,2021
2021-07-11,128.58,67.07934,93.19167,2021
2021-07-12,122.8,83.26626,92.02819,2021
2021-07-13,114.91,88.26875,99.28516,2021
2021-07-14,126.72,84.74523,83.52102,2021
2021-07-15,105.72,86.39223,76.27275,2021
2021-07-16,113.25,89.30132,94.2618,2021
2021-07-17,120.44,87.80718,90.07444,2021
