"time","exports_francia","imports_francia","saldo_francia","exports_portugal","imports_portugal","saldo_portugal","exports_marruecos","imports_marruecos","saldo_marruecos","exports_andorra","imports_andorra","saldo_andorra","output_baleares","input_baleares"
"2014-01-01T00:00:00.000+01:00",-19262.042,2880.771,-16381.271,-16334.672,30165.755,13831.083,-16799.6,0,-16799.6,-876.98,0,-876.98,-2443.867,2443.867
"2014-01-02T00:00:00.000+01:00",-14351.584,4425.894,-9925.69,-9349.528,39561.007,30211.479,-16293.7,0,-16293.7,-835.93,0,-835.93,-3472.027,3472.027
"2014-01-03T00:00:00.000+01:00",-8798.838,17473.963,8675.125,-16699.38,33909.942,17210.562,-17158.8,0,-17158.8,-733.89,0,-733.89,-3254.386,3254.386
"2014-01-04T00:00:00.000+01:00",-24126.486,567.822,-23558.664,-7799.482,38682.082,30882.6,-16974.7,0,-16974.7,-1015.99,0,-1015.99,-3103.574,3103.574
"2014-01-05T00:00:00.000+01:00",-24503.275,75.905,-24427.37,-8927.225,33271.69,24344.465,-14009.4,0.4,-14009,-984.3,0,-984.3,-2654.942,2654.942
"2014-01-06T00:00:00.000+01:00",-20988.426,1748.91,-19239.516,-10868.077,38542.251,27674.174,-15762,0,-15762,-731.84,0,-731.84,-2610.533,2610.533
"2014-01-07T00:00:00.000+01:00",-8094.005,12527.385,4433.38,-13730.778,47963.905,34233.127,-14776.3,0.2,-14776.1,-801.96,0,-801.96,-3213.432,3213.432
"2014-01-08T00:00:00.000+01:00",-14606.397,8286.977,-6319.42,-12267.539,56016.004,43748.465,-12922,1,-12921,-805.1,0,-805.1,-3208.205,3208.205
"2014-01-09T00:00:00.000+01:00",-5676.09,19866.803,14190.713,-11882.266,37443.452,25561.186,-13969.1,0,-13969.1,-818.99,0,-818.99,-3208.896,3208.896
"2014-01-10T00:00:00.000+01:00",-1492.664,18823.601,17330.937,-19304.371,25559.678,6255.307,-16878.2,0,-16878.2,-810.09,0,-810.09,-3203.755,3203.755
"2014-01-11T00:00:00.000+01:00",-1093.174,18362.305,17269.131,-14134.753,38872.01,24737.257,-15167.7,0,-15167.7,-910.16,0,-910.16,-3053.203,3053.203
"2014-01-12T00:00:00.000+01:00",-3607.982,13179.502,9571.52,-14749.625,42969.404,28219.779,-11653.8,4,-11649.8,-921.52,0,-921.52,-2651.185,2651.185
"2014-01-13T00:00:00.000+01:00",-16680.496,3144.384,-13536.112,-11890.967,42034.673,30143.706,-13353.8,6.3,-13347.5,-744.83,0,-744.83,-3257.669,3257.669
"2014-01-14T00:00:00.000+01:00",-17537.149,3193.917,-14343.232,-12030.448,36241.008,24210.56,-10685.1,0,-10685.1,-815.41,0,-815.41,-3513.671,3513.671
"2014-01-15T00:00:00.000+01:00",-9899.63,9471.776,-427.853999999999,-18036.053,52966.895,34930.842,-9090,82.3,-9007.7,-807.99,0,-807.99,-3254.084,3254.084
"2014-01-16T00:00:00.000+01:00",-10836.043,11866.84,1030.797,-15674.019,48832.051,33158.032,-15901.2,0,-15901.2,-842.11,0,-842.11,-3255.292,3255.292
"2014-01-17T00:00:00.000+01:00",-9578.569,12520.568,2941.999,-14657.929,42947.767,28289.838,-15747.7,0,-15747.7,-830.88,0,-830.88,-3193.431,3193.431
"2014-01-18T00:00:00.000+01:00",-574.147,22103.353,21529.206,-8383.919,41698.248,33314.329,-13844.2,2.1,-13842.1,-1053.25,0,-1053.25,-3078.129,3078.129
"2014-01-19T00:00:00.000+01:00",-7940.179,13842.372,5902.193,-1194.346,45948.202,44753.856,-8396.1,187.3,-8208.8,-983.77,0,-983.77,-2450.218,2450.218
"2014-01-20T00:00:00.000+01:00",-17097.225,1792.802,-15304.423,-12934.631,23367.915,10433.284,-14818.6,0.2,-14818.4,-849.87,0,-849.87,-3178.181,3178.181
"2014-01-21T00:00:00.000+01:00",-17579.068,1854.838,-15724.23,-14755.253,41245.503,26490.25,-16355.2,0,-16355.2,-881.03,0,-881.03,-3260.217,3260.217
"2014-01-22T00:00:00.000+01:00",-20373.156,1609.28,-18763.876,-11703.91,42513.32,30809.41,-16548.7,0,-16548.7,-1052.91,0,-1052.91,-3582.23,3582.23
"2014-01-23T00:00:00.000+01:00",-21101.637,1123.138,-19978.499,-12732.8,35403.456,22670.656,-15223.2,0,-15223.2,-989.32,0,-989.32,-4080.716,4080.716
"2014-01-24T00:00:00.000+01:00",-23207.877,42.771,-23165.106,-19179.924,36014.336,16834.412,-14547.7,0.4,-14547.3,-915.77,0,-915.77,-4119.379,4119.379
"2014-01-25T00:00:00.000+01:00",-18970.077,5196.267,-13773.81,-12398.358,23484.397,11086.039,-16269.2,0,-16269.2,-1004,0,-1004,-3139.085,3139.085
"2014-01-26T00:00:00.000+01:00",-15063.955,4400.824,-10663.131,-24864.13,20358.327,-4505.803,-12450.4,7.2,-12443.2,-793.34,0,-793.34,-2713.047,2713.047
"2014-01-27T00:00:00.000+01:00",-24721.163,21.542,-24699.621,-19894.349,22635.74,2741.391,-15254,0,-15254,-724.85,0,-724.85,-3242.85,3242.85
"2014-01-28T00:00:00.000+01:00",-25823.996,898.396,-24925.6,-13039.718,31602.014,18562.296,-16516.4,0,-16516.4,-858.7,0,-858.7,-3195.073,3195.073
"2014-01-29T00:00:00.000+01:00",-24440.246,265.011,-24175.235,-3742.058,39270.751,35528.693,-15627.2,0,-15627.2,-865.74,0,-865.74,-3195.546,3195.546
"2014-01-30T00:00:00.000+01:00",-23855.944,39.161,-23816.783,-6237.081,35604.466,29367.385,-15718.1,0,-15718.1,-881.08,0,-881.08,-3613.811,3613.811
"2014-01-31T00:00:00.000+01:00",-23105.977,1674.492,-21431.485,-7347.254,43087.95,35740.696,-16170,0,-16170,-931.3,0,-931.3,-3243.888,3243.888
"2014-02-01T00:00:00.000+01:00",-23525.366,98.311,-23427.055,-8874.789,40893.77,32018.981,-16795.8,0,-16795.8,-1043.52,0,-1043.52,-3113.769,3113.769
"2014-02-02T00:00:00.000+01:00",-19995.902,271.583,-19724.319,-16229.614,27058.256,10828.642,-13145.4,0,-13145.4,-972.68,0,-972.68,-2566.123,2566.123
"2014-02-03T00:00:00.000+01:00",-25174.911,970.439,-24204.472,-5632.629,41100.202,35467.573,-15877,0,-15877,-866.25,0,-866.25,-3957.25,3957.25
"2014-02-04T00:00:00.000+01:00",-25289.506,836.951,-24452.555,-5843.44,36745.714,30902.274,-17325.4,0,-17325.4,-890.03,0,-890.03,-4019.285,4019.285
"2014-02-05T00:00:00.000+01:00",-25016.85,668.44,-24348.41,-7403.789,32783.736,25379.947,-17624.4,0,-17624.4,-911.33,0,-911.33,-4005.676,4005.676
"2014-02-06T00:00:00.000+01:00",-25275.507,566.366,-24709.141,-469.029,40236.197,39767.168,-18014,0,-18014,-965.99,0,-965.99,-3527.107,3527.107
"2014-02-07T00:00:00.000+01:00",-24609.445,82.934,-24526.511,-2603.705,34896.446,32292.741,-17741.2,0,-17741.2,-1008.87,0,-1008.87,-3351.457,3351.457
"2014-02-08T00:00:00.000+01:00",-24920.334,124.746,-24795.588,-4471.517,27021.332,22549.815,-17574.4,0,-17574.4,-951.8,0,-951.8,-3083.702,3083.702
"2014-02-09T00:00:00.000+01:00",-25414.213,534.932,-24879.281,-5826.129,24037.085,18210.956,-18008.9,0,-18008.9,-973.24,0,-973.24,-2566.123,2566.123
"2014-02-10T00:00:00.000+01:00",-24326.308,251.334,-24074.974,-15123.57,16662.256,1538.686,-17811.7,0,-17811.7,-525.13,0,-525.13,-3258.792,3258.792
"2014-02-11T00:00:00.000+01:00",-24908.582,673.301,-24235.281,-11347.027,20607.844,9260.817,-17747.4,0,-17747.4,-987.07,0,-987.07,-3229.071,3229.071
"2014-02-12T00:00:00.000+01:00",-25621.502,797.565,-24823.937,-10077.036,20947.249,10870.213,-17619.5,0,-17619.5,-1298.33,0,-1298.33,-3244.838,3244.838
"2014-02-13T00:00:00.000+01:00",-26225.151,691.702,-25533.449,-7352.966,25419.678,18066.712,-17994,0,-17994,-1275.92,0,-1275.92,-3240.735,3240.735
"2014-02-14T00:00:00.000+01:00",-25531.831,1679.209,-23852.622,-3957.62,30936.032,26978.412,-17991.6,0,-17991.6,-1241.77,0,-1241.77,-3193.689,3193.689
"2014-02-15T00:00:00.000+01:00",-19715.996,2760.798,-16955.198,-5721.709,27302.773,21581.064,-18300.2,0,-18300.2,-1319.92,0,-1319.92,-2935.699,2935.699
"2014-02-16T00:00:00.000+01:00",-13463.801,4591.253,-8872.548,-9272.91,32896.708,23623.798,-17755.6,0,-17755.6,-1291.95,0,-1291.95,-2554.417,2554.417
"2014-02-17T00:00:00.000+01:00",-22089.394,5743.262,-16346.132,-5764.124,34692.48,28928.356,-17614.5,0,-17614.5,-1244.66,0,-1244.66,-3166.386,3166.386
"2014-02-18T00:00:00.000+01:00",-22013.457,2605.419,-19408.038,-1482.619,38210.943,36728.324,-17900.8,0,-17900.8,-1212.82,0,-1212.82,-3171.917,3171.917
"2014-02-19T00:00:00.000+01:00",-24012.164,333.121,-23679.043,-11075.119,23348.128,12273.009,-18161.2,0,-18161.2,-1182.77,0,-1182.77,-3196.281,3196.281
"2014-02-20T00:00:00.000+01:00",-25404.263,683.717,-24720.546,-7280.134,33124.11,25843.976,-18218.9,0,-18218.9,-1168.84,0,-1168.84,-3225.14,3225.14
"2014-02-21T00:00:00.000+01:00",-24430.578,162.845,-24267.733,-11089.514,23950.548,12861.034,-18064.8,0,-18064.8,-1192.36,0,-1192.36,-3208.032,3208.032
"2014-02-22T00:00:00.000+01:00",-22779.774,1391.91,-21387.864,-12032.224,31549.633,19517.409,-18041.4,0,-18041.4,-1381.41,0,-1381.41,-2884.248,2884.248
"2014-02-23T00:00:00.000+01:00",-26658.103,105.841,-26552.262,-2126.539,39939.317,37812.778,-17455.8,0,-17455.8,-1280.14,0,-1280.14,-2546.251,2546.251
"2014-02-24T00:00:00.000+01:00",-20941.412,3459.114,-17482.298,-3548.609,44365.059,40816.45,-16796.9,0,-16796.9,-1155.69,0,-1155.69,-2648.981,2648.981
"2014-02-25T00:00:00.000+01:00",-26412.474,1419.307,-24993.167,-7617.129,37685.139,30068.01,-17901.5,0,-17901.5,-1129.75,0,-1129.75,-2618.092,2618.092
"2014-02-26T00:00:00.000+01:00",-23685.245,31.718,-23653.527,-11180.038,27787.453,16607.415,-17236.5,0,-17236.5,-1261.27,0,-1261.27,-2615.89,2615.89
"2014-02-27T00:00:00.000+01:00",-24949.708,53.839,-24895.869,-11606.963,34730.53,23123.567,-16532,0,-16532,-1288.73,0,-1288.73,-2622.283,2622.283
"2014-02-28T00:00:00.000+01:00",-25167.408,190.997,-24976.411,-9968.943,31456.493,21487.55,-17577.5,0,-17577.5,-1317.53,0,-1317.53,-3168.462,3168.462
"2014-03-01T00:00:00.000+01:00",-26139.581,1091.289,-25048.292,-5219.232,41276.918,36057.686,-16513.6,0,-16513.6,-1269.75,0,-1269.75,-2741.429,2741.429
"2014-03-02T00:00:00.000+01:00",-25988.17,250.663,-25737.507,-3139.141,42054.996,38915.855,-16227.9,0,-16227.9,-1252.41,0,-1252.41,-2516.615,2516.615
"2014-03-03T00:00:00.000+01:00",-25049.134,293.832,-24755.302,-4726.105,38989.706,34263.601,-16675,0,-16675,-982.87,0,-982.87,-2601.85,2601.85
"2014-03-04T00:00:00.000+01:00",-24876.695,195.234,-24681.461,-2535.662,36769.079,34233.417,-17515.9,0,-17515.9,-1308.41,0,-1308.41,-2549.577,2549.577
"2014-03-05T00:00:00.000+01:00",-23652.821,76.229,-23576.592,-7679.859,28366.888,20687.029,-17709.5,0,-17709.5,-1297.19,0,-1297.19,-2686.22,2686.22
"2014-03-06T00:00:00.000+01:00",-16229.192,2639.372,-13589.82,-5781.643,35579.291,29797.648,-16383.5,0,-16383.5,-1253.28,0,-1253.28,-2534.933,2534.933
"2014-03-07T00:00:00.000+01:00",-8670.186,7386.707,-1283.479,-4679.334,31451.095,26771.761,-15506,0,-15506,-1250.48,0,-1250.48,-2546.769,2546.769
"2014-03-08T00:00:00.000+01:00",-10129.443,4503.552,-5625.891,-4327.472,33797.827,29470.355,-16417.8,0,-16417.8,-1291.99,0,-1291.99,-2804.674,2804.674
"2014-03-09T00:00:00.000+01:00",-20368.866,3301.359,-17067.507,-1604.652,29665.131,28060.479,-15041.9,0,-15041.9,-1212.63,0,-1212.63,-2490.523,2490.523
"2014-03-10T00:00:00.000+01:00",-14815.475,6312.911,-8502.564,-4637.739,38917.533,34279.794,-14642.2,0,-14642.2,-1201.5,0,-1201.5,-3116.534,3116.534
"2014-03-11T00:00:00.000+01:00",-18448.532,4333.324,-14115.208,-4913.632,29890.189,24976.557,-16512.6,0,-16512.6,-1167.21,0,-1167.21,-3121.762,3121.762
"2014-03-12T00:00:00.000+01:00",-11797.544,7898.324,-3899.22,-10948.662,24687.016,13738.354,-17418,0,-17418,-995.01,0,-995.01,-3112.69,3112.69
"2014-03-13T00:00:00.000+01:00",-5622.457,8192.389,2569.932,-12753.214,21043.167,8289.953,-15022.4,0,-15022.4,-1057.88,0,-1057.88,-3113.855,3113.855
"2014-03-14T00:00:00.000+01:00",-1799.917,23568.08,21768.163,-7620.41,31776.358,24155.948,-14024.4,0,-14024.4,-619.93,0,-619.93,-2703.457,2703.457
"2014-03-15T00:00:00.000+01:00",-3730.291,9215.052,5484.761,-15524.304,18365.388,2841.084,-16246.2,0,-16246.2,-1170.16,0,-1170.16,-2809.814,2809.814
"2014-03-16T00:00:00.000+01:00",-1966.462,15096.369,13129.907,-15329.639,10936.895,-4392.744,-15293,0,-15293,-1120.23,0,-1120.23,-2452.075,2452.075
"2014-03-17T00:00:00.000+01:00",-1181.76,24034.409,22852.649,-10615.146,21460.367,10845.221,-14614.9,0,-14614.9,-759.81,0,-759.81,-3107.505,3107.505
"2014-03-18T00:00:00.000+01:00",-8559.811,13726.389,5166.578,-12592.924,26115.364,13522.44,-17863.6,0,-17863.6,-1238.45,0,-1238.45,-3111.653,3111.653
"2014-03-19T00:00:00.000+01:00",-9831.668,12826.744,2995.076,-10984.056,23634.556,12650.5,-17441.3,0,-17441.3,-1225.2,0,-1225.2,-3038.429,3038.429
"2014-03-20T00:00:00.000+01:00",-299.054,27119.582,26820.528,-14732.534,23157.139,8424.605,-16359,0,-16359,-1230.9,0,-1230.9,-2983.478,2983.478
"2014-03-21T00:00:00.000+01:00",-3283.124,20213.85,16930.726,-13349.774,29727.996,16378.222,-16340.7,0,-16340.7,-1245.05,0,-1245.05,-2983.782,2983.782
"2014-03-22T00:00:00.000+01:00",-18101.181,769.102,-17332.079,-7395.275,23898.467,16503.192,-15437.3,0,-15437.3,-1200.58,0,-1200.58,-2897.381,2897.381
"2014-03-23T00:00:00.000+01:00",-21039.562,4549.705,-16489.857,-16465.419,11675.06,-4790.359,-15023.7,0,-15023.7,-1183.02,0,-1183.02,-2388.571,2388.571
"2014-03-24T00:00:00.000+01:00",-19042.209,1552.683,-17489.526,-10043.189,23468.449,13425.26,-14893.3,0,-14893.3,-1323.13,0,-1323.13,-3018.297,3018.297
"2014-03-25T00:00:00.000+01:00",-15130.483,474.764,-14655.719,-7941.525,17232.747,9291.222,-16751.2,0,-16751.2,-1351.29,0,-1351.29,-3179.477,3179.477
"2014-03-26T00:00:00.000+01:00",-12803.382,242.1,-12561.282,-17509.742,7923.306,-9586.436,-16391.8,0,-16391.8,-1073.3,0,-1073.3,-3417.163,3417.163
"2014-03-27T00:00:00.000+01:00",-15270.686,2292.829,-12977.857,-9986.515,21273.58,11287.065,-12376.7,176.7,-12200,-947.29,0,-947.29,-3354.783,3354.783
"2014-03-28T00:00:00.000+01:00",-21786.655,0.036,-21786.619,-10786.084,24789.174,14003.09,-17240.3,0,-17240.3,-1010.73,0,-1010.73,-3413.016,3413.016
"2014-03-29T00:00:00.000+01:00",-11043.793,3885.177,-7158.616,-38223.738,5125.021,-33098.717,-17355.4,0,-17355.4,-1140.57,0,-1140.57,-2926.281,2926.281
"2014-03-30T00:00:00.000+01:00",-1305.38,17144.151,15838.771,-13993.016,18194.443,4201.427,-15969.2,0,-15969.2,-1133.89,0,-1133.89,-2313.49,2313.49
"2014-03-31T00:00:00.000+02:00",-15489.098,2390.418,-13098.68,-3534.719,34139.104,30604.385,-17519.1,0,-17519.1,-813.77,0,-813.77,-2213.568,2213.568
"2014-04-01T00:00:00.000+02:00",-21268.102,1615.034,-19653.068,-13084.102,26078.582,12994.48,-16754.1,0,-16754.1,-506.7,0,-506.7,-2221.214,2221.214
"2014-04-02T00:00:00.000+02:00",-13002.68,2948.642,-10054.038,-19716.232,18199.055,-1517.177,-17418.4,0,-17418.4,-298.89,0,-298.89,-2224.325,2224.325
"2014-04-03T00:00:00.000+02:00",-18946.252,923.247,-18023.005,-10205.137,19418.724,9213.587,-17455.5,0,-17455.5,-305.89,0,-305.89,-2231.539,2231.539
"2014-04-04T00:00:00.000+02:00",-22334.582,0.126,-22334.456,-15199.732,14132.464,-1067.268,-17392.4,0,-17392.4,-294.49,0,-294.49,-2275.56,2275.56
"2014-04-05T00:00:00.000+02:00",-12715.858,457.572,-12258.286,-12795.431,19951.007,7155.576,-17725.9,0,-17725.9,-259.42,0,-259.42,-3164.4,3164.4
"2014-04-06T00:00:00.000+02:00",-1809.707,5676.208,3866.501,-18489.405,16950.203,-1539.202,-17958.8,0,-17958.8,-243.58,0,-243.58,-2465.683,2465.683
"2014-04-07T00:00:00.000+02:00",-6686.211,2273.952,-4412.259,-18169.036,17262.87,-906.166000000001,-15895.2,0,-15895.2,-281.25,0,-281.25,-2225.189,2225.189
"2014-04-08T00:00:00.000+02:00",-2877.711,1688.215,-1189.496,-25527.443,11955.998,-13571.445,-17439.8,0,-17439.8,-282.66,0,-282.66,-2195.727,2195.727
"2014-04-09T00:00:00.000+02:00",-4653.347,343.147,-4310.2,-15243.374,15691.281,447.907000000001,-17890.6,0,-17890.6,-425.57,0,-425.57,-2195.38,2195.38
"2014-04-10T00:00:00.000+02:00",-3985.432,952.002,-3033.43,-20019.711,11972.406,-8047.305,-17750.9,0,-17750.9,-931.16,0,-931.16,-2210.976,2210.976
"2014-04-11T00:00:00.000+02:00",-5117.645,157.507,-4960.138,-30879.887,11299.842,-19580.045,-16315.2,0,-16315.2,-720.03,0,-720.03,-2502.23,2502.23
"2014-04-12T00:00:00.000+02:00",-3970.237,912.531,-3057.706,-22508.871,17934.245,-4574.626,-16382.8,0,-16382.8,-246.41,0,-246.41,-2716.46,2716.46
"2014-04-13T00:00:00.000+02:00",-3341.435,1789.046,-1552.389,-25335.989,9250.654,-16085.335,-16038.7,0,-16038.7,-233.94,0,-233.94,-2421.922,2421.922
"2014-04-14T00:00:00.000+02:00",-4095.582,719.837,-3375.745,-14072.156,21291.566,7219.41,-16358.9,0,-16358.9,-272.22,0,-272.22,-3011.86,3011.86
"2014-04-15T00:00:00.000+02:00",-2508.822,2819.614,310.792,-8574.051,24391.976,15817.925,-17626.5,0,-17626.5,-274.11,0,-274.11,-2933.582,2933.582
"2014-04-16T00:00:00.000+02:00",-4325.714,1756.811,-2568.903,-9368.156,18990.614,9622.458,-16462.7,0,-16462.7,-271.43,0,-271.43,-2938.508,2938.508
"2014-04-17T00:00:00.000+02:00",-4353.435,897.23,-3456.205,-24624.154,5770.041,-18854.113,-14732.6,0,-14732.6,-256.74,0,-256.74,-2742.12,2742.12
"2014-04-18T00:00:00.000+02:00",-5136.841,774.829,-4362.012,-18050.51,9268.967,-8781.543,-16619.5,0,-16619.5,-222.62,0,-222.62,-2588.759,2588.759
"2014-04-19T00:00:00.000+02:00",-5887.62,985.927,-4901.693,-12344.24,10886.551,-1457.689,-12083.3,5.6,-12077.7,-223.14,0,-223.14,-2791.671,2791.671
"2014-04-20T00:00:00.000+02:00",-4128.681,3093.335,-1035.346,-22159.827,8927.409,-13232.418,-11915.8,0,-11915.8,-221.73,0,-221.73,-2422.008,2422.008
"2014-04-21T00:00:00.000+02:00",-849.389,5394.41,4545.021,-6237.616,22549.721,16312.105,-13041.2,0,-13041.2,-223.22,0,-223.22,-2461.407,2461.407
"2014-04-22T00:00:00.000+02:00",-5465.592,1963.972,-3501.62,-9068.638,21529.326,12460.688,-14377.7,0.5,-14377.2,-266.63,0,-266.63,-3194.942,3194.942
"2014-04-23T00:00:00.000+02:00",-3164.061,1761.546,-1402.515,-6558.71,27522.629,20963.919,-11446.6,57,-11389.6,-284.39,0.41,-283.98,-3224.708,3224.708
"2014-04-24T00:00:00.000+02:00",-5711.172,1033.438,-4677.734,-11066.938,18897.157,7830.219,-10791.4,15.6,-10775.8,-274.78,0,-274.78,-3140.294,3140.294
"2014-04-25T00:00:00.000+02:00",-7193.748,457.816,-6735.932,-24276.544,9330.634,-14945.91,-13327.3,0.3,-13327,-269.24,0,-269.24,-3196.584,3196.584
"2014-04-26T00:00:00.000+02:00",-7266.865,109.272,-7157.593,-12252.157,14700.768,2448.611,-16509.5,0,-16509.5,-238.61,0,-238.61,-2844.287,2844.287
"2014-04-27T00:00:00.000+02:00",-9043.337,264.259,-8779.078,-25900.276,2827.872,-23072.404,-12424.1,6.7,-12417.4,-228.27,0,-228.27,-2466.85,2466.85
"2014-04-28T00:00:00.000+02:00",-17317.456,17.34,-17300.116,-13021.713,11466.018,-1555.695,-12272.8,201.9,-12070.9,-267.26,0,-267.26,-3142.844,3142.844
"2014-04-29T00:00:00.000+02:00",-11641.565,3816.359,-7825.206,-15399.201,14964.092,-435.108999999999,-14384.1,6.2,-14377.9,-264.72,0,-264.72,-3115.713,3115.713
"2014-04-30T00:00:00.000+02:00",-2133.929,15744.346,13610.417,-8212.531,13599.788,5387.257,-15449.4,0,-15449.4,-260.94,0,-260.94,-3137.832,3137.832
"2014-05-01T00:00:00.000+02:00",-12.151,28666.692,28654.541,-9054.348,8463.082,-591.266,-16513.7,0,-16513.7,-226.29,0,-226.29,-2636.971,2636.971
"2014-05-02T00:00:00.000+02:00",-9708.179,4829.604,-4878.575,-23478.173,4013.612,-19464.561,-17467.1,0,-17467.1,-256.51,0,-256.51,-3267.605,3267.605
"2014-05-03T00:00:00.000+02:00",-5393.838,12337.566,6943.728,-27909.972,2254.539,-25655.433,-17811.3,0,-17811.3,-235.16,0,-235.16,-2822.472,2822.472
"2014-05-04T00:00:00.000+02:00",-30.221,28320.05,28289.829,-15445.066,4224.761,-11220.305,-16724.7,0,-16724.7,-226.79,0,-226.79,-2541.11,2541.11
"2014-05-05T00:00:00.000+02:00",-3.055,24748.894,24745.839,-19669.074,3218.484,-16450.59,-17548.2,0,-17548.2,-265.13,0,-265.13,-2178.317,2178.317
"2014-05-06T00:00:00.000+02:00",-2.594,27535.82,27533.226,-29563.016,3395.467,-26167.549,-17439.4,0,-17439.4,-397.39,0.02,-397.37,-2197.325,2197.325
"2014-05-07T00:00:00.000+02:00",-2.538,27179.438,27176.9,-16729.547,7472.258,-9257.289,-16471.6,0,-16471.6,-264.21,0,-264.21,-2227.78,2227.78
"2014-05-08T00:00:00.000+02:00",-2.586,27002.866,27000.28,-12237.966,10877.39,-1360.576,-17826.1,0,-17826.1,-264.91,0,-264.91,-2226.874,2226.874
"2014-05-09T00:00:00.000+02:00",-2.544,27478.285,27475.741,-18815.208,6582.745,-12232.463,-17571.5,0,-17571.5,-260.88,0,-260.88,-2360.405,2360.405
"2014-05-10T00:00:00.000+02:00",-2.594,28256.224,28253.63,-17031.773,6348.628,-10683.145,-17643.3,0,-17643.3,-233.04,0,-233.04,-3131.352,3131.352
"2014-05-11T00:00:00.000+02:00",-10.644,27194.796,27184.152,-16295.705,7928.156,-8367.549,-15806.6,0,-15806.6,-223.76,0,-223.76,-2654.986,2654.986
"2014-05-12T00:00:00.000+02:00",-24.693,27840.447,27815.754,-26347.601,3544.709,-22802.892,-18108.9,0,-18108.9,-257.87,0,-257.87,-2196.849,2196.849
"2014-05-13T00:00:00.000+02:00",-2894.892,19769.241,16874.349,-21293.179,8938.359,-12354.82,-17219.6,0,-17219.6,-259.08,0,-259.08,-2298.241,2298.241
"2014-05-14T00:00:00.000+02:00",-4552.646,18732.966,14180.32,-20645.606,10323.955,-10321.651,-17703.9,0,-17703.9,-249.59,0.62,-248.97,-2318.327,2318.327
"2014-05-15T00:00:00.000+02:00",-2591.785,21908.832,19317.047,-26785.837,7957.961,-18827.876,-17585.4,0,-17585.4,-260.74,0,-260.74,-2315.175,2315.175
"2014-05-16T00:00:00.000+02:00",-603.177,21197.755,20594.578,-27901.147,5733.72,-22167.427,-17603.4,0,-17603.4,-257.63,0,-257.63,-2644.79,2644.79
"2014-05-17T00:00:00.000+02:00",-426.737,18566.666,18139.929,-24845.612,9444.845,-15400.767,-17357.5,0,-17357.5,-226.43,0,-226.43,-3260.736,3260.736
"2014-05-18T00:00:00.000+02:00",-5.691,24453.842,24448.151,-24525.085,2151.819,-22373.266,-14600.3,0,-14600.3,-219.54,0,-219.54,-2763.548,2763.548
"2014-05-19T00:00:00.000+02:00",-16.451,25095.1,25078.649,-28753.437,3171.803,-25581.634,-17693.9,0,-17693.9,-482.19,0,-482.19,-3389.342,3389.342
"2014-05-20T00:00:00.000+02:00",-10.903,25669.346,25658.443,-19061.292,9825.027,-9236.265,-17624.7,0,-17624.7,-700.55,0,-700.55,-3606.249,3606.249
"2014-05-21T00:00:00.000+02:00",-9912.696,9565.824,-346.871999999999,-13453.091,10348.253,-3104.838,-17340,0,-17340,-879.28,0,-879.28,-3685.824,3685.824
"2014-05-22T00:00:00.000+02:00",-8038.606,9408.918,1370.312,-22887.953,11719.746,-11168.207,-17350.6,0,-17350.6,-627,0,-627,-3679.302,3679.302
"2014-05-23T00:00:00.000+02:00",-4001.161,17300.273,13299.112,-25688.732,16461.735,-9226.997,-17222.3,0,-17222.3,-602.24,0,-602.24,-3678.22,3678.22
"2014-05-24T00:00:00.000+02:00",-2.734,27012.406,27009.672,-15457.825,18523.542,3065.717,-17692.2,0,-17692.2,-237.19,0,-237.19,-3245.097,3245.097
"2014-05-25T00:00:00.000+02:00",-5.518,26348.132,26342.614,-9414.166,18151.174,8737.008,-14168.2,1.7,-14166.5,-228.78,0,-228.78,-2597.832,2597.832
"2014-05-26T00:00:00.000+02:00",-40.077,25082.765,25042.688,-23359.422,10780.189,-12579.233,-17712,0,-17712,-581.01,0,-581.01,-2119.263,2119.263
"2014-05-27T00:00:00.000+02:00",-12.535,27039.483,27026.948,-21105.685,8946.092,-12159.593,-15638.9,0,-15638.9,-671.34,0.2,-671.14,-2137.795,2137.795
"2014-05-28T00:00:00.000+02:00",-594.772,24234.524,23639.752,-21906.439,11249.596,-10656.843,-16365.4,0,-16365.4,-276.31,0,-276.31,-2193.912,2193.912
"2014-05-29T00:00:00.000+02:00",-2.609,27320.568,27317.959,-21520.362,11038.76,-10481.602,-15689.3,0,-15689.3,-277.76,0,-277.76,-2548.325,2548.325
"2014-05-30T00:00:00.000+02:00",-17.446,27026.188,27008.742,-29561.801,9999.778,-19562.023,-16141.2,0,-16141.2,-272.21,0,-272.21,-3572.337,3572.337
"2014-05-31T00:00:00.000+02:00",-3.661,28503.572,28499.911,-20080.984,12288.137,-7792.847,-17391,0,-17391,-211.58,0,-211.58,-3173.041,3173.041
"2014-06-01T00:00:00.000+02:00",-568.28,25577.765,25009.485,-19560.866,5047.803,-14513.063,-16170.9,0,-16170.9,-225.48,0,-225.48,-2859.062,2859.062
"2014-06-02T00:00:00.000+02:00",-430.406,27669.467,27239.061,-30032.63,7174.537,-22858.093,-15815.9,5.6,-15810.3,-524.42,0,-524.42,-3575.62,3575.62
"2014-06-03T00:00:00.000+02:00",-23.667,24052.789,24029.122,-15535.753,14477.488,-1058.265,-16749.3,0,-16749.3,-738.38,0,-738.38,-3684.701,3684.701
