"time","Spot_Price","Solar_photovoltaic","Combined_cycle","Other_renewables","input_baleares","Cogeneration","Steam_turbine","exports_portugal","saldo_portugal","exports_francia","imports_portugal","Hydroelectric","saldo_francia","fe_year"
2014-01-01,20.02,7.631801,53.5346,11.89724,2443.867,54.043077,6.117065,-16334.672,13831.083,-19262.042,30165.755,73.065052,-16381.271,2014
2014-01-02,5.13,3.836442,52.322227,11.564649,3472.027,79.006632,7.586721,-9349.528,30211.479,-14351.584,39561.007,89.171545,-9925.69,2014
2014-01-03,15.3,8.673179,51.254562,11.891476,3254.386,85.658228,8.043085,-16699.38,17210.562,-8798.838,33909.942,102.502527,8675.125,2014
2014-01-04,21.5,8.813196,32.862777,12.10326,3103.574,65.312961,6.875346,-7799.482,30882.6,-24126.486,38682.082,106.840706,-23558.664,2014
2014-01-05,5,10.878603,41.422898,11.775113,2654.942,64.800182,6.511197,-8927.225,24344.465,-24503.275,33271.69,117.217635,-24427.37,2014
2014-01-06,25,14.575066,44.002059,11.760383,2610.533,72.983825,6.032249,-10868.077,27674.174,-20988.426,38542.251,110.841694,-19239.516,2014
2014-01-07,24.8,15.038529,61.4529,11.433295,3213.432,87.134418,7.52242,-13730.778,34233.127,-8094.005,47963.905,137.05777,4433.38,2014
2014-01-08,35.44,16.509065,50.235866,12.135745,3208.205,92.107381,7.412564,-12267.539,43748.465,-14606.397,56016.004,140.921275,-6319.42,2014
2014-01-09,26.46,13.48375,67.803967,12.587381,3208.896,93.64183,7.573813,-11882.266,25561.186,-5676.09,37443.452,145.404939,14190.713,2014
2014-01-10,44.95,9.63723,78.567867,12.718091,3203.755,94.233297,7.488439,-19304.371,6255.307,-1492.664,25559.678,146.323349,17330.937,2014
2014-01-11,55.69,11.343641,59.293168,12.892435,3053.203,75.044951,6.969413,-14134.753,24737.257,-1093.174,38872.01,148.799593,17269.131,2014
2014-01-12,46.73,11.090636,37.154746,13.06705,2651.185,71.351372,6.341824,-14749.625,28219.779,-3607.982,42969.404,127.057432,9571.52,2014
2014-01-13,37.5,8.208454,59.456535,12.809026,3257.669,88.853206,7.249543,-11890.967,30143.706,-16680.496,42034.673,146.286975,-13536.112,2014
2014-01-14,7.4,7.283451,46.121797,12.36241,3513.671,89.11948,7.241835,-12030.448,24210.56,-17537.149,36241.008,134.555725,-14343.232,2014
2014-01-15,44.86,6.902819,67.316523,12.428729,3254.084,92.040111,7.689113,-18036.053,34930.842,-9899.63,52966.895,142.61891,-427.853999999999,2014
2014-01-16,29.12,7.648331,62.433983,12.676106,3255.292,91.822349,7.691602,-15674.019,33158.032,-10836.043,48832.051,140.457456,1030.797,2014
2014-01-17,27.93,11.94532,62.244389,12.849726,3193.431,92.542349,7.681737,-14657.929,28289.838,-9578.569,42947.767,141.433915,2941.999,2014
2014-01-18,53.64,9.120161,49.935804,12.987735,3078.129,73.859535,7.328771,-8383.919,33314.329,-574.147,41698.248,146.938396,21529.206,2014
2014-01-19,54,11.021692,50.534291,12.315715,2450.218,71.862903,6.86507,-1194.346,44753.856,-7940.179,45948.202,127.720689,5902.193,2014
2014-01-20,26.62,17.31775,66.195412,11.65973,3178.181,88.772923,7.342984,-12934.631,10433.284,-17097.225,23367.915,144.55538,-15304.423,2014
2014-01-21,47.5,10.746462,85.020088,12.012489,3260.217,90.927369,7.575441,-14755.253,26490.25,-17579.068,41245.503,155.319027,-15724.23,2014
2014-01-22,45,10.110534,91.434886,11.904225,3582.23,90.803729,7.649731,-11703.91,30809.41,-20373.156,42513.32,153.675451,-18763.876,2014
2014-01-23,45.69,20.917216,71.019965,12.237642,4080.716,90.330182,6.995183,-12732.8,22670.656,-21101.637,35403.456,154.527977,-19978.499,2014
2014-01-24,44.17,17.907167,57.36074,12.887098,4119.379,91.445532,6.184047,-19179.924,16834.412,-23207.877,36014.336,144.196431,-23165.106,2014
2014-01-25,25,16.660713,36.819803,13.146385,3139.085,70.834397,5.480738,-12398.358,11086.039,-18970.077,23484.397,139.108466,-13773.81,2014
2014-01-26,36.69,18.287051,41.157365,12.848496,2713.047,66.854591,4.802717,-24864.13,-4505.803,-15063.955,20358.327,132.468684,-10663.131,2014
2014-01-27,4.69,16.418597,45.27289,12.267531,3242.85,81.659366,6.437366,-19894.349,2741.391,-24721.163,22635.74,134.185017,-24699.621,2014
2014-01-28,3.5,11.395691,31.54384,12.312629,3195.073,82.936736,6.227158,-13039.718,18562.296,-25823.996,31602.014,150.88759,-24925.6,2014
2014-01-29,1,12.132648,103.908437,11.988802,3195.546,85.900349,7.322118,-3742.058,35528.693,-24440.246,39270.751,174.746231,-24175.235,2014
2014-01-30,29.69,20.82357,62.906062,11.383619,3613.811,86.471583,7.248964,-6237.081,29367.385,-23855.944,35604.466,169.006172,-23816.783,2014
2014-01-31,30,11.159963,89.398126,11.991376,3243.888,88.107577,7.209253,-7347.254,35740.696,-23105.977,43087.95,183.500815,-21431.485,2014
2014-02-01,22.69,12.262597,35.66705,10.769767,3113.769,66.97226,6.777778,-8874.789,32018.981,-23525.366,40893.77,161.849275,-23427.055,2014
2014-02-02,24.69,22.786247,63.177557,10.769245,2566.123,69.097578,6.241169,-16229.614,10828.642,-19995.902,27058.256,177.293355,-19724.319,2014
2014-02-03,28.36,11.120897,75.416051,11.885545,3957.25,85.996966,6.408161,-5632.629,35467.573,-25174.911,41100.202,188.258226,-24204.472,2014
2014-02-04,15.98,11.883014,65.526283,12.002309,4019.285,84.395248,5.992876,-5843.44,30902.274,-25289.506,36745.714,194.357593,-24452.555,2014
2014-02-05,0.1,11.845261,49.831451,11.938248,4005.676,81.799786,6.952733,-7403.789,25379.947,-25016.85,32783.736,164.878127,-24348.41,2014
2014-02-06,3,15.568855,43.414586,12.140346,3527.107,80.466189,6.896268,-469.029,39767.168,-25275.507,40236.197,179.597777,-24709.141,2014
2014-02-07,0.5,18.011583,36.217905,11.184108,3351.457,77.850053,6.841611,-2603.705,32292.741,-24609.445,34896.446,176.85294,-24526.511,2014
2014-02-08,3,9.360108,27.244768,10.319368,3083.702,57.694312,5.97668,-4471.517,22549.815,-24920.334,27021.332,190.947586,-24795.588,2014
2014-02-09,0.2,5.652344,32.700784,10.112351,2566.123,56.615076,6.065073,-5826.129,18210.956,-25414.213,24037.085,204.256491,-24879.281,2014
2014-02-10,0,17.013106,41.646075,10.14578,3258.792,70.770825,6.603714,-15123.57,1538.686,-24326.308,16662.256,211.38201,-24074.974,2014
2014-02-11,0.51,6.192486,78.209461,10.554488,3229.071,73.16706,6.482225,-11347.027,9260.817,-24908.582,20607.844,228.952197,-24235.281,2014
2014-02-12,14,13.733092,68.594312,9.805825,3244.838,72.950307,6.386064,-10077.036,10870.213,-25621.502,20947.249,235.809717,-24823.937,2014
2014-02-13,0.5,14.157042,50.041828,9.848206,3240.735,64.551482,6.743539,-7352.966,18066.712,-26225.151,25419.678,211.713198,-25533.449,2014
2014-02-14,0.5,16.444431,42.55992,9.376849,3193.689,61.80552,7.067815,-3957.62,26978.412,-25531.831,30936.032,218.692344,-23852.622,2014
2014-02-15,6,12.893458,60.770643,9.486194,2935.699,51.508614,6.358158,-5721.709,21581.064,-19715.996,27302.773,232.570446,-16955.198,2014
2014-02-16,40.1,16.820627,55.033705,9.78795,2554.417,52.104606,5.784931,-9272.91,23623.798,-13463.801,32896.708,235.188511,-8872.548,2014
2014-02-17,25,15.406473,81.731418,10.240569,3166.386,67.046925,6.522166,-5764.124,28928.356,-22089.394,34692.48,243.976336,-16346.132,2014
2014-02-18,46,10.999624,77.566098,10.978004,3171.917,75.320755,6.600319,-1482.619,36728.324,-22013.457,38210.943,250.69519,-19408.038,2014
2014-02-19,18,25.376744,71.559965,10.366322,3196.281,72.395737,6.463798,-11075.119,12273.009,-24012.164,23348.128,234.73296,-23679.043,2014
2014-02-20,7,15.57282,50.57461,9.74168,3225.14,63.732302,6.506731,-7280.134,25843.976,-25404.263,33124.11,228.690597,-24720.546,2014
2014-02-21,5.5,20.958747,51.797204,10.149413,3208.032,64.349993,6.057488,-11089.514,12861.034,-24430.578,23950.548,223.260498,-24267.733,2014
2014-02-22,49,24.388962,41.286869,10.282515,2884.248,53.753717,6.093625,-12032.224,19517.409,-22779.774,31549.633,211.82281,-21387.864,2014
2014-02-23,21.5,27.395978,35.457496,9.72007,2546.251,50.127547,5.455933,-2126.539,37812.778,-26658.103,39939.317,161.008345,-26552.262,2014
2014-02-24,13.1,14.042031,65.917725,10.698214,2648.981,66.552819,5.765695,-3548.609,40816.45,-20941.412,44365.059,215.378364,-17482.298,2014
2014-02-25,16.3,15.897581,41.491825,10.232306,2618.092,64.291897,6.189043,-7617.129,30068.01,-26412.474,37685.139,201.643155,-24993.167,2014
2014-02-26,10,21.200097,68.904107,10.83224,2615.89,66.148004,5.878183,-11180.038,16607.415,-23685.245,27787.453,202.422245,-23653.527,2014
2014-02-27,26,11.490125,76.653177,11.276896,2622.283,66.560309,5.780585,-11606.963,23123.567,-24949.708,34730.53,214.545455,-24895.869,2014
2014-02-28,5.78,15.90907,33.600995,9.352625,3168.462,58.030172,5.849755,-9968.943,21487.55,-25167.408,31456.493,162.475419,-24976.411,2014
2014-03-01,4.73,7.461922,33.296097,9.119414,2741.429,46.441062,5.255607,-5219.232,36057.686,-26139.581,41276.918,147.343844,-25048.292,2014
2014-03-02,1.19,14.21254,31.534713,8.814496,2516.615,43.624072,4.690683,-3139.141,38915.855,-25988.17,42054.996,133.71466,-25737.507,2014
2014-03-03,0,20.297958,30.91638,8.622656,2601.85,49.913989,5.492609,-4726.105,34263.601,-25049.134,38989.706,140.934552,-24755.302,2014
2014-03-04,1,22.863774,32.65455,8.634392,2549.577,51.666752,4.757476,-2535.662,34233.417,-24876.695,36769.079,152.723833,-24681.461,2014
2014-03-05,2,23.767319,68.247471,8.880343,2686.22,56.871171,5.776041,-7679.859,20687.029,-23652.821,28366.888,189.63191,-23576.592,2014
2014-03-06,35.1,29.528031,74.039657,10.340276,2534.933,70.846064,6.21815,-5781.643,29797.648,-16229.192,35579.291,208.362698,-13589.82,2014
2014-03-07,36.4,30.115854,69.066736,10.027346,2546.769,73.934522,6.396668,-4679.334,26771.761,-8670.186,31451.095,211.890418,-1283.479,2014
2014-03-08,33.7,30.750951,35.350227,9.6589,2804.674,46.254027,4.465128,-4327.472,29470.355,-10129.443,33797.827,181.243152,-5625.891,2014
2014-03-09,11,26.662717,42.406044,9.016068,2490.523,41.113008,4.256695,-1604.652,28060.479,-20368.866,29665.131,162.593367,-17067.507,2014
2014-03-10,22.69,30.796825,60.348311,9.279818,3116.534,63.989309,5.080696,-4637.739,34279.794,-14815.475,38917.533,189.519295,-8502.564,2014
2014-03-11,20,28.589643,58.492528,9.866369,3121.762,67.09895,5.253018,-4913.632,24976.557,-18448.532,29890.189,188.017473,-14115.208,2014
2014-03-12,29.7,21.461515,58.324031,10.292022,3112.69,70.437615,5.19552,-10948.662,13738.354,-11797.544,24687.016,213.176096,-3899.22,2014
2014-03-13,37,21.630234,83.500814,11.130804,3113.855,72.569313,5.078791,-12753.214,8289.953,-5622.457,21043.167,224.346554,2569.932,2014
2014-03-14,39,21.61922,78.107034,11.56059,2703.457,72.708327,4.567688,-7620.41,24155.948,-1799.917,31776.358,220.442541,21768.163,2014
2014-03-15,35.7,30.117321,39.007696,11.066962,2809.814,53.281904,3.886655,-15524.304,2841.084,-3730.291,18365.388,170.13449,5484.761,2014
2014-03-16,23.2,30.798152,42.839849,10.150301,2452.075,47.163668,3.913288,-15329.639,-4392.744,-1966.462,10936.895,126.107468,13129.907,2014
2014-03-17,35.01,30.520573,67.850002,11.064504,3107.505,67.602596,5.131846,-10615.146,10845.221,-1181.76,21460.367,191.317563,22852.649,2014
2014-03-18,43.56,28.649401,48.11629,11.914398,3111.653,70.094085,4.275731,-12592.924,13522.44,-8559.811,26115.364,185.304111,5166.578,2014
2014-03-19,22,26.736346,55.818365,11.441127,3038.429,67.791592,4.275854,-10984.056,12650.5,-9831.668,23634.556,171.634617,2995.076,2014
2014-03-20,42.3,26.753506,54.057157,11.693381,2983.478,70.665353,4.414839,-14732.534,8424.605,-299.054,23157.139,196.21611,26820.528,2014
2014-03-21,31.15,21.503574,45.323438,11.205286,2983.782,67.944646,4.69215,-13349.774,16378.222,-3283.124,29727.996,185.554312,16930.726,2014
2014-03-22,36.1,19.462289,33.200559,10.097916,2897.381,46.346407,4.005468,-7395.275,16503.192,-18101.181,23898.467,126.618792,-17332.079,2014
2014-03-23,17,30.837775,40.027364,9.477121,2388.571,44.124262,3.986856,-16465.419,-4790.359,-21039.562,11675.06,111.575694,-16489.857,2014
2014-03-24,36,21.991612,41.842657,9.594805,3018.297,59.337316,4.137681,-10043.189,13425.26,-19042.209,23468.449,145.645685,-17489.526,2014
2014-03-25,10.03,20.503923,37.844265,7.949965,3179.477,53.610398,4.018552,-7941.525,9291.222,-15130.483,17232.747,91.706596,-14655.719,2014
2014-03-26,6,24.846996,51.916004,8.781874,3417.163,55.260876,5.083596,-17509.742,-9586.436,-12803.382,7923.306,132.422255,-12561.282,2014
2014-03-27,38,26.488998,94.980828,10.241015,3354.783,69.586196,5.659402,-9986.515,11287.065,-15270.686,21273.58,207.708421,-12977.857,2014
2014-03-28,38.88,15.662772,47.788599,9.678661,3413.016,68.486633,6.491866,-10786.084,14003.09,-21786.655,24789.174,194.369297,-21786.619,2014
2014-03-29,30.4,13.187164,35.592559,9.058603,2926.281,51.477707,5.055873,-38223.738,-33098.717,-11043.793,5125.021,174.111687,-7158.616,2014
2014-03-30,33.2,16.546483,39.352617,8.506963,2313.49,48.208731,4.264617,-13993.016,4201.427,-1305.38,18194.443,142.06374,15838.771,2014
2014-03-31,28.64,21.605236,63.385205,8.711873,2213.568,62.728946,4.401186,-3534.719,30604.385,-15489.098,34139.104,176.586781,-13098.68,2014
2014-04-01,28,16.874687,37.621274,8.131211,2221.214,58.720728,3.920195,-13084.102,12994.48,-21268.102,26078.582,157.739698,-19653.068,2014
2014-04-02,22.1,10.921693,65.493115,8.8483,2224.325,62.586838,4.355883,-19716.232,-1517.177,-13002.68,18199.055,198.615514,-10054.038,2014
2014-04-03,34.1,18.312466,51.931716,8.561132,2231.539,62.016167,4.316092,-10205.137,9213.587,-18946.252,19418.724,197.271786,-18023.005,2014
2014-04-04,9,25.029462,43.794722,8.492369,2275.56,55.959576,4.070991,-15199.732,-1067.268,-22334.582,14132.464,162.312056,-22334.456,2014
2014-04-05,17.9,21.749287,46.758516,8.73519,3164.4,46.627162,3.591131,-12795.431,7155.576,-12715.858,19951.007,166.509567,-12258.286,2014
2014-04-06,33,30.461437,52.892233,8.605494,2465.683,46.094225,3.488116,-18489.405,-1539.202,-1809.707,16950.203,162.667309,3866.501,2014
2014-04-07,35.69,31.317294,57.27389,8.311616,2225.189,61.098595,4.068512,-18169.036,-906.166000000001,-6686.211,17262.87,181.746474,-4412.259,2014
2014-04-08,37.69,30.943052,55.780093,8.390765,2195.727,64.028466,4.103543,-25527.443,-13571.445,-2877.711,11955.998,209.818911,-1189.496,2014
2014-04-09,28,27.4554,60.783113,8.891007,2195.38,64.518453,4.789349,-15243.374,447.907000000001,-4653.347,15691.281,210.644444,-4310.2,2014
2014-04-10,33.73,27.798129,79.597315,8.687761,2210.976,63.347151,4.105341,-20019.711,-8047.305,-3985.432,11972.406,189.199242,-3033.43,2014
2014-04-11,28.69,25.960344,50.06772,8.693209,2502.23,59.717671,4.426516,-30879.887,-19580.045,-5117.645,11299.842,191.109507,-4960.138,2014
2014-04-12,25,25.548694,40.415064,8.683845,2716.46,43.391411,5.17614,-22508.871,-4574.626,-3970.237,17934.245,182.30462,-3057.706,2014
2014-04-13,22.29,32.11182,50.041331,8.66148,2421.922,42.209012,5.158117,-25335.989,-16085.335,-3341.435,9250.654,167.069825,-1552.389,2014
2014-04-14,21.69,25.433535,53.303307,9.059439,3011.86,54.462217,6.423575,-14072.156,7219.41,-4095.582,21291.566,205.069905,-3375.745,2014
2014-04-15,33.1,26.87028,68.278406,8.863573,2933.582,59.74259,6.599926,-8574.051,15817.925,-2508.822,24391.976,217.520534,310.792,2014
2014-04-16,38.01,30.495519,76.002282,9.357739,2938.508,58.320711,6.384256,-9368.156,9622.458,-4325.714,18990.614,204.249529,-2568.903,2014
2014-04-17,31.69,31.370215,42.175364,9.072427,2742.12,48.792451,5.859551,-24624.154,-18854.113,-4353.435,5770.041,173.468394,-3456.205,2014
2014-04-18,33.78,30.931312,47.708822,8.803373,2588.759,44.160813,4.804786,-18050.51,-8781.543,-5136.841,9268.967,141.376423,-4362.012,2014
2014-04-19,23.56,20.717821,47.525206,8.489741,2791.671,41.475024,5.680788,-12344.24,-1457.689,-5887.62,10886.551,138.244688,-4901.693,2014
2014-04-20,15.72,18.929724,48.174397,8.309856,2422.008,39.104487,5.276276,-22159.827,-13232.418,-4128.681,8927.409,124.08619,-1035.346,2014
2014-04-21,30.08,17.572502,58.434779,8.098867,2461.407,48.424419,6.343657,-6237.616,16312.105,-849.389,22549.721,162.034653,4545.021,2014
2014-04-22,26.84,27.519175,47.810009,8.368082,3194.942,54.550754,6.328014,-9068.638,12460.688,-5465.592,21529.326,161.63246,-3501.62,2014
2014-04-23,31,27.031401,57.864124,9.400567,3224.708,60.565085,6.082224,-6558.71,20963.919,-3164.061,27522.629,174.173575,-1402.515,2014
2014-04-24,41.5,24.272298,37.473433,9.628888,3140.294,60.155028,5.565026,-11066.938,7830.219,-5711.172,18897.157,170.755189,-4677.734,2014
2014-04-25,13.9,32.879174,26.872882,9.357504,3196.584,53.627096,5.380695,-24276.544,-14945.91,-7193.748,9330.634,109.986161,-6735.932,2014
2014-04-26,17.1,24.312286,22.991987,8.7415,2844.287,40.591981,4.992237,-12252.157,2448.611,-7266.865,14700.768,93.254907,-7157.593,2014
2014-04-27,16.69,33.717808,27.834913,8.337252,2466.85,39.917827,4.802371,-25900.276,-23072.404,-9043.337,2827.872,84.854238,-8779.078,2014
2014-04-28,31,31.75069,39.542942,9.524722,3142.844,58.249666,5.589116,-13021.713,-1555.695,-17317.456,11466.018,143.915659,-17300.116,2014
2014-04-29,37.5,32.221678,60.273353,10.566629,3115.713,63.059774,5.352607,-15399.201,-435.108999999999,-11641.565,14964.092,155.627271,-7825.206,2014
2014-04-30,33.4,31.476723,49.458363,10.793971,3137.832,63.148057,5.299769,-8212.531,5387.257,-2133.929,13599.788,149.598144,13610.417,2014
2014-05-01,36.75,32.806893,49.115041,10.270144,2636.971,42.323711,4.319489,-9054.348,-591.266,-12.151,8463.082,99.717674,28654.541,2014
2014-05-02,20.04,33.05778,47.656981,10.323194,3267.605,47.459491,5.949945,-23478.173,-19464.561,-9708.179,4013.612,87.139552,-4878.575,2014
2014-05-03,31,34.761032,41.776825,10.192041,2822.472,43.629096,4.817569,-27909.972,-25655.433,-5393.838,2254.539,83.586514,6943.728,2014
2014-05-04,37.5,34.601844,55.73372,9.773794,2541.11,45.553999,4.018798,-15445.066,-11220.305,-30.221,4224.761,98.013784,28289.829,2014
2014-05-05,46.01,33.32359,74.517932,9.452248,2178.317,60.357858,4.187971,-19669.074,-16450.59,-3.055,3218.484,123.73142,24745.839,2014
2014-05-06,44.27,29.977374,83.212493,9.54608,2197.325,65.592914,4.990242,-29563.016,-26167.549,-2.594,3395.467,119.850145,27533.226,2014
2014-05-07,46,27.096523,107.058115,10.002293,2227.78,67.755095,4.764846,-16729.547,-9257.289,-2.538,7472.258,130.666089,27176.9,2014
2014-05-08,45.4,30.505555,83.11016,10.467851,2226.874,67.680235,4.493909,-12237.966,-1360.576,-2.586,10877.39,125.09832,27000.28,2014
2014-05-09,45.83,31.969809,82.411997,10.940851,2360.405,68.89657,4.145791,-18815.208,-12232.463,-2.544,6582.745,124.682171,27475.741,2014
2014-05-10,52.15,30.491068,54.287784,10.655536,3131.352,57.190957,3.934776,-17031.773,-10683.145,-2.594,6348.628,106.357072,28253.63,2014
2014-05-11,45.4,29.978497,53.184148,10.401156,2654.986,53.994696,3.542472,-16295.705,-8367.549,-10.644,7928.156,76.747891,27184.152,2014
2014-05-12,42.5,31.579875,60.510966,10.200383,2196.849,66.831736,4.525403,-26347.601,-22802.892,-24.693,3544.709,97.618722,27815.754,2014
2014-05-13,36.5,30.908638,40.788128,10.393003,2298.241,67.028408,4.817773,-21293.179,-12354.82,-2894.892,8938.359,83.979983,16874.349,2014
2014-05-14,30.4,31.545706,41.494647,10.085997,2318.327,67.8567,4.84844,-20645.606,-10321.651,-4552.646,10323.955,81.673285,14180.32,2014
2014-05-15,33.01,33.131053,43.461071,10.746592,2315.175,68.182146,4.763951,-26785.837,-18827.876,-2591.785,7957.961,77.732491,19317.047,2014
2014-05-16,32.5,34.084547,41.706986,10.987214,2644.79,66.844102,4.5576,-27901.147,-22167.427,-603.177,5733.72,72.594036,20594.578,2014
2014-05-17,30.1,33.10572,36.199272,10.762682,3260.736,53.453451,4.957913,-24845.612,-15400.767,-426.737,9444.845,70.681827,18139.929,2014
2014-05-18,44.19,29.477373,54.14383,11.021357,2763.548,55.536667,3.632127,-24525.085,-22373.266,-5.691,2151.819,77.176386,24448.151,2014
2014-05-19,45.11,27.16499,49.519143,10.674715,3389.342,66.093396,5.263441,-28753.437,-25581.634,-16.451,3171.803,87.740831,25078.649,2014
2014-05-20,49.1,21.843314,67.08297,10.852186,3606.249,67.244783,5.268614,-19061.292,-9236.265,-10.903,9825.027,88.39844,25658.443,2014
2014-05-21,45.89,23.930817,37.093942,10.848631,3685.824,64.292918,4.961468,-13453.091,-3104.838,-9912.696,10348.253,70.76701,-346.871999999999,2014
2014-05-22,28.25,25.682576,33.521291,10.646965,3679.302,66.831148,4.677573,-22887.953,-11168.207,-8038.606,11719.746,76.343837,1370.312,2014
2014-05-23,34.12,28.59762,48.613516,11.013785,3678.22,69.014719,5.960848,-25688.732,-9226.997,-4001.161,16461.735,87.068003,13299.112,2014
2014-05-24,53.86,26.463376,53.235713,11.524492,3245.097,61.2093,5.036589,-15457.825,3065.717,-2.734,18523.542,87.940755,27009.672,2014
2014-05-25,49.9,29.517741,53.767552,11.469966,2597.832,58.069114,3.798854,-9414.166,8737.008,-5.518,18151.174,70.542701,26342.614,2014
2014-05-26,44.17,33.481508,53.447226,11.047733,2119.263,69.300106,4.958143,-23359.422,-12579.233,-40.077,10780.189,87.403064,25042.688,2014
2014-05-27,46.2,27.598938,62.048632,11.294228,2137.795,70.522838,5.548985,-21105.685,-12159.593,-12.535,8946.092,97.927228,27026.948,2014
2014-05-28,51.16,20.903096,49.441543,10.691075,2193.912,69.388315,5.460213,-21906.439,-10656.843,-594.772,11249.596,90.728549,23639.752,2014
2014-05-29,45.4,30.240145,59.639648,11.064683,2548.325,70.373702,5.513343,-21520.362,-10481.602,-2.609,11038.76,95.794411,27317.959,2014
2014-05-30,54.7,29.484472,52.558486,11.457076,3572.337,71.756614,3.96723,-29561.801,-19562.023,-17.446,9999.778,80.952136,27008.742,2014
2014-05-31,48.6,27.203726,41.214164,11.384055,3173.041,60.910206,4.311926,-20080.984,-7792.847,-3.661,12288.137,68.110906,28499.911,2014
2014-06-01,36.5,27.412276,51.864996,10.622548,2859.062,58.300431,4.057773,-19560.866,-14513.063,-568.28,5047.803,65.389471,25009.485,2014
2014-06-02,45.5,33.409279,65.651959,11.686163,3575.62,71.491948,4.970044,-30032.63,-22858.093,-430.406,7174.537,95.546704,27239.061,2014
2014-06-03,50.8,34.161649,79.689257,11.632312,3684.701,71.364903,5.006745,-15535.753,-1058.265,-23.667,14477.488,95.339932,24029.122,2014
2014-06-04,47.48,32.783267,62.733682,11.34557,3637.354,72.057006,5.536351,-20037.468,-11359.146,-11.664,8678.322,87.55775,23076.083,2014
2014-06-05,54.7,30.581848,66.661529,11.87602,3660.077,72.996143,6.109765,-25650.565,-16894.019,-116.823,8756.546,86.204672,23371.341,2014
2014-06-06,49.48,27.549686,42.326676,11.800621,3871.627,71.281916,6.320204,-18839.965,-1808.819,-609.626,17031.146,73.382091,22692.488,2014
2014-06-07,44.2,30.952565,45.129393,11.488881,3734.813,61.634309,5.736222,-17338.459,743.917000000001,-745.97,18082.376,71.104195,23565.91,2014
2014-06-08,49.48,32.904436,50.725818,11.698555,3647.981,60.543405,4.398769,-22499.144,-15335.351,-999.718,7163.793,72.320959,16048.94,2014
2014-06-09,51.23,30.717581,53.419766,12.116811,4919.616,71.085113,5.431697,-29331.872,-22999.742,-494.942,6332.13,78.260506,24944.364,2014
2014-06-10,47,26.530197,84.219745,12.202273,4589.049,73.822127,5.791803,-20418.769,-621.045000000002,-2065.683,19797.724,107.263532,14324.823,2014
2014-06-11,50.06,29.273762,91.550942,12.18186,4392.015,74.026589,5.906136,-23716.296,-14259.29,-643.116,9457.006,105.359422,20774.048,2014
2014-06-12,54.87,30.887978,96.73636,12.283768,4830.019,73.834774,5.985285,-20953.969,-13672.265,-318.333,7281.704,109.928825,22994.416,2014
2014-06-13,57.6,30.785968,86.040167,12.2042,4830.84,73.666576,6.189232,-26338.076,-14883.725,-20.336,11454.351,106.880465,23546.497,2014
2014-06-14,44.17,32.080385,41.39755,11.944248,4732.171,61.405857,5.993966,-33027.472,-19240.714,-1095.773,13786.758,66.284631,26572.575,2014
2014-06-15,30.54,33.229029,37.270738,11.498167,3979.584,53.940541,5.387154,-21084.183,-10991.533,-3154.26,10092.65,62.320658,16327.189,2014
2014-06-16,26.87,29.544621,52.842924,11.512228,4480.272,69.303816,6.302922,-24483.989,-9808.522,-2460.815,14675.467,67.515821,25799.493,2014
2014-06-17,39.5,30.418501,62.64229,11.969418,4494.225,73.54771,6.170738,-23561.198,-5727.922,-916.014,17833.276,73.566202,25968.815,2014
2014-06-18,56.3,30.409842,89.770194,11.498974,4099.206,75.070372,6.576087,-33715.807,-26189.728,-104.558,7526.079,90.004932,25897.218,2014
2014-06-19,57.8,28.251683,88.663096,10.951578,4121.323,75.599406,6.195412,-38054.176,-33493.476,-9.952,4560.7,80.25227,26691.966,2014
2014-06-20,62.13,29.585805,92.626211,11.143613,4459.018,74.621334,6.115122,-34630.795,-30138.884,-12.733,4491.911,81.795237,26697.83,2014
2014-06-21,61.9,30.945257,64.632208,10.781655,4132.036,65.291895,5.819389,-25059.946,-15877.764,-16.051,9182.182,67.085504,24629.966,2014
2014-06-22,60.53,25.883216,65.335851,10.27937,3287.477,63.81534,4.888991,-30592.761,-23426.882,-20.542,7165.879,65.180633,18902.319,2014
2014-06-23,61.97,26.14288,106.706504,9.345648,4496.774,71.908116,6.091017,-27890.875,-17630.096,-17.245,10260.779,98.963877,20250.082,2014
2014-06-24,64.94,18.923143,88.828728,9.010599,2960.972,74.428524,5.781829,-28755.85,-20421.752,-28.031,8334.098,90.595208,19179.788,2014
2014-06-25,48.13,26.270948,67.765731,9.481258,4862.29,73.353162,5.318761,-28722.98,-20808.787,-151.666,7914.193,82.31444,18945.735,2014
2014-06-26,59.6,30.400391,68.778229,9.606935,4685.903,74.297053,5.364639,-19900.228,-7979.496,-262.37,11920.732,106.800806,19169.336,2014
2014-06-27,64.87,33.3514,70.673455,11.042922,4534.704,73.31923,5.988244,-18624.628,-5910.754,-264.103,12713.874,106.289737,17998.169,2014
2014-06-28,61,32.210718,43.689585,9.391596,4447.743,61.618937,5.069645,-23952.529,-15987.514,-802.473,7965.015,61.124961,19412.065,2014
2014-06-29,41.26,33.994088,40.949739,9.108019,4001.572,58.234094,4.286523,-16586.401,-12011.748,-1801.09,4574.653,58.223578,15501.589,2014
2014-06-30,50.22,34.173122,60.484171,8.367386,4868.554,69.435481,5.985675,-29003.898,-18920.531,-3.609,10083.367,72.864706,26913.023,2014
2014-07-01,45.4,29.101982,49.225548,9.593882,4851.576,71.010949,6.09181,-24785.498,-15588.136,-61.135,9197.362,73.013926,26821.056,2014
